case,output_v,error_v,input_common_mode_v,input_difference_v,tail_vsd_v,tail_delivered_a,source_branch_a,sink_branch_a,load_current_a,upper_current_a,lower_current_a,sensing_gate_current_a,supply_delivered_a,input_delivered_a
D1-half-divider,0.579784170612965,-0.020215829387035034,0.29564364052201336,0.008759614151490958,0.24625019725220643,1.4006221470918347e-05,7.483154009175921e-06,6.614849501396231e-06,5.79784170612965e-07,2.885203371666972e-07,2.912638334462679e-07,-2.7434962795707543e-09,1.6016207735006355e-05,-2.3447597758773206e-09
