candidate,refined,capacitance_f,amplitude_peak_v,time_s,input_v,output_v,capacitor_current_a,supply_delivered_current_a,input_delivered_current_a
A75,False,1e-12,,1e-06,0.43,0.6151922950074085,-2.545706701279451e-18,7.488294081971524e-05,2.692086231432904e-10
A75,False,1e-12,,1.02e-06,0.43,0.6151922950075689,2.733490517263764e-17,7.488294081991772e-05,2.692086230348702e-10
A75,False,1e-12,,1.04e-06,0.43,0.6151922950077799,-2.925611142224289e-17,7.48829408195828e-05,2.6920862338398327e-10
A75,False,1e-12,,1.06e-06,0.43,0.615192295007985,-2.250803710037035e-18,7.48829408197631e-05,2.6920862346855106e-10
A75,False,1e-12,,1.08e-06,0.43,0.6151922950076554,7.732529894215274e-18,7.488294081981521e-05,2.692086231975005e-10
A75,False,1e-12,,1.1e-06,0.43,0.6151922950077849,1.5616848092574485e-17,7.488294081985809e-05,2.6920862326038424e-10
A75,False,1e-12,,1.12e-06,0.43,0.6151922950078945,-3.4824573779531335e-18,7.488294081974956e-05,2.6920862338398327e-10
A75,False,1e-12,,1.14e-06,0.43,0.6151922950078219,2.251237390943604e-17,7.488294081990159e-05,2.6920862325171063e-10
A75,False,1e-12,,1.1600000000000001e-06,0.43,0.6151922950077654,-1.702197410801116e-17,7.488294081963542e-05,2.6920862338398327e-10
A75,False,1e-12,,1.18e-06,0.43,0.6151922950077888,3.275591603507215e-17,7.488294081994867e-05,2.6920862326688944e-10
A75,False,1e-12,,1.2e-06,0.43,0.6151922950077175,2.0001361678004795e-17,7.488294081984177e-05,2.6920862325171063e-10
A75,False,1e-12,,1.22e-06,0.43,0.6151922950077997,-1.2693839035460928e-17,7.488294081967949e-05,2.69208623344952e-10
