candidate,refined,capacitance_f,amplitude_peak_v,time_s,input_v,output_v,capacitor_current_a,supply_delivered_current_a,input_delivered_current_a
R75,False,1e-12,,2.866e-06,0.47000000000000003,0.3702333573107206,3.0341907792521206e-11,9.445755713144949e-05,8.37551135362586e-09
R75,False,1e-12,,2.8680000000000003e-06,0.47000000000000003,0.37023335731170437,-3.0340924115999026e-11,9.445755713130193e-05,8.375491342052049e-09
R75,False,1e-12,,2.87e-06,0.47000000000000003,0.37023335731161006,3.034082983643233e-11,9.445755713131609e-05,8.375511740489885e-09
R75,False,1e-12,,2.872e-06,0.47000000000000003,0.3702333573120136,-3.0340426256246294e-11,9.445755713125554e-05,8.375490572813554e-09
R75,False,1e-12,,2.874e-06,0.47000000000000003,0.37023335731087453,3.033928720605125e-11,9.445755713142641e-05,8.375511527988976e-09
R75,False,1e-12,,2.876e-06,0.47000000000000003,0.3702333573118259,-3.033833590005552e-11,9.445755713128371e-05,8.375491179666193e-09
R75,False,1e-12,,2.8780000000000002e-06,0.47000000000000003,0.3702333573116979,3.033820788293026e-11,9.44575571313029e-05,8.375511898299487e-09
R75,False,1e-12,,2.88e-06,0.47000000000000003,0.37023335731208384,-3.03378219392553e-11,9.445755713124502e-05,8.375490423864925e-09
R75,False,1e-12,,2.8800000000000004e-06,0.47000000000000003,0.37023335731208384,-3.033782193926861e-11,9.445755713124502e-05,8.375490423864925e-09
R75,False,1e-12,,2.882e-06,0.47000000000000003,0.37023335731092616,3.033666426371024e-11,9.445755713141867e-05,8.375511673050598e-09
R75,False,1e-12,,2.8840000000000003e-06,0.47000000000000003,0.37023335731186546,-3.033572505558291e-11,9.445755713127778e-05,8.37549104097591e-09
R75,False,1e-12,,2.886e-06,0.47000000000000003,0.3702333573117272,3.0335586708926413e-11,9.445755713129851e-05,8.375512033164399e-09
R75,False,1e-12,,2.888e-06,0.47000000000000003,0.370233357312107,-3.0335206964522884e-11,9.445755713124155e-05,8.375490293935365e-09
R75,False,1e-12,,2.8900000000000003e-06,0.47000000000000003,0.37023335731094364,3.0334043536023055e-11,9.445755713141604e-05,8.375511799608305e-09
R75,False,1e-12,,2.892e-06,0.47000000000000003,0.3702333573118782,-3.033310906230214e-11,9.445755713127587e-05,8.375490918084018e-09
R75,False,1e-12,,2.894e-06,0.47000000000000003,0.37023335731148277,3.033271367549631e-11,9.445755713133517e-05,8.375511878556201e-09
R75,False,1e-12,,2.8960000000000003e-06,0.47000000000000003,0.37023335731220824,-3.0331988117516125e-11,9.445755713122636e-05,8.375490773963636e-09
R75,False,1e-12,,2.898e-06,0.47000000000000003,0.3702333573116817,3.033146156795283e-11,9.445755713130534e-05,8.37551198533719e-09
R75,False,1e-12,,2.9e-06,0.47000000000000003,0.3702333573123576,-3.0330785740442073e-11,9.445755713120396e-05,8.375490671544194e-09
R75,False,1e-12,,2.9020000000000003e-06,0.47000000000000003,0.3702333573117807,3.033020881272637e-11,9.445755713129049e-05,8.375512079538541e-09
R75,False,1e-12,,2.904e-06,0.47000000000000003,0.3702333573124373,-3.0329552246219253e-11,9.4457557131192e-05,8.375490584915928e-09
R75,False,1e-12,,2.9060000000000002e-06,0.47000000000000003,0.370233357311833,3.032894798864819e-11,9.445755713128264e-05,8.375512160606923e-09
R75,False,1e-12,,2.908e-06,0.47000000000000003,0.37023335731248186,-3.0328299202183926e-11,9.445755713118532e-05,8.375490509923009e-09
R75,False,1e-12,,2.91e-06,0.47000000000000003,0.3702333573118614,3.0327678783949366e-11,9.445755713127839e-05,8.375512231716442e-09
R75,False,1e-12,,2.9120000000000002e-06,0.47000000000000003,0.37023335731250556,-3.032703465181785e-11,9.445755713118176e-05,8.375490443694633e-09
R75,False,1e-12,,2.9140000000000004e-06,0.47000000000000003,0.37023335731187723,3.032640622024544e-11,9.445755713127602e-05,8.375512296063163e-09
R75,False,1e-12,,2.916e-06,0.47000000000000003,0.3702333573125197,-3.032576377476391e-11,9.445755713117964e-05,8.375490383093717e-09
R75,False,1e-12,,2.9180000000000003e-06,0.47000000000000003,0.3702333573118866,3.032513057577691e-11,9.44575571312746e-05,8.375512354335375e-09
R75,False,1e-12,,2.92e-06,0.47000000000000003,0.3702333573125273,-3.032448997269504e-11,9.445755713117849e-05,8.37549032706852e-09
R75,False,1e-12,,2.922e-06,0.47000000000000003,0.3702333573118909,3.032385344036909e-11,9.445755713127396e-05,8.375512407951878e-09
R75,False,1e-12,,2.9240000000000003e-06,0.47000000000000003,0.370233357312531,-3.0323213535559385e-11,9.445755713117795e-05,8.375490275591569e-09
R75,False,1e-12,,2.926e-06,0.47000000000000003,0.3702333573118943,3.0322576778741684e-11,9.445755713127344e-05,8.375512458243102e-09
R75,False,1e-12,,2.928e-06,0.47000000000000003,0.3702333573125339,-3.032193730379386e-11,9.445755713117752e-05,8.375490226396747e-09
R75,False,1e-12,,2.93e-06,0.47000000000000003,0.3702333573118961,3.032129942097563e-11,9.445755713127318e-05,8.375512506020077e-09
R75,False,1e-12,,2.932e-06,0.47000000000000003,0.3702333573125343,-3.032066135071687e-11,9.445755713117746e-05,8.37549018024491e-09
R75,False,1e-12,,2.934e-06,0.47000000000000003,0.37023335731189755,3.032002450819558e-11,9.445755713127295e-05,8.375512551136405e-09
R75,False,1e-12,,2.9360000000000003e-06,0.47000000000000003,0.3702333573125346,-3.031938743069358e-11,9.445755713117742e-05,8.375490135961573e-09
R75,False,1e-12,,2.938e-06,0.47000000000000003,0.37023335731189844,3.0318751368849065e-11,9.445755713127282e-05,8.37551259484921e-09
R75,False,1e-12,,2.9400000000000002e-06,0.47000000000000003,0.3702333573125349,-3.0318114916090084e-11,9.445755713117738e-05,8.375490093463139e-09
R75,False,1e-12,,2.942e-06,0.47000000000000003,0.3702333573118991,3.0317479055809996e-11,9.445755713127274e-05,8.375512636144729e-09
R75,False,1e-12,,2.944e-06,0.47000000000000003,0.3702333573125343,-3.031684382410523e-11,9.445755713117745e-05,8.375490052518448e-09
R75,False,1e-12,,2.9460000000000003e-06,0.47000000000000003,0.3702333573119003,3.03162097525613e-11,9.445755713127255e-05,8.37551267635053e-09
R75,False,1e-12,,2.9480000000000004e-06,0.47000000000000003,0.37023335731253454,-3.031557560675751e-11,9.445755713117742e-05,8.375490013098112e-09
R75,False,1e-12,,2.95e-06,0.47000000000000003,0.3702333573119002,3.031494119561835e-11,9.445755713127256e-05,8.3755127149331e-09
R75,False,1e-12,,2.952e-06,0.47000000000000003,0.3702333573125327,-3.0314308706445836e-11,9.445755713117769e-05,8.375489974660031e-09
R75,False,1e-12,,2.954e-06,0.47000000000000003,0.370233357311901,3.0313676981745926e-11,9.445755713127245e-05,8.37551275262847e-09
R75,False,1e-12,,2.956e-06,0.47000000000000003,0.37023335731253065,-3.031304726642834e-11,9.4457557131178e-05,8.375489937643614e-09
R75,False,1e-12,,2.9580000000000003e-06,0.47000000000000003,0.370233357311898,3.031241458578555e-11,9.445755713127289e-05,8.375512789018236e-09
R75,False,1e-12,,2.96e-06,0.47000000000000003,0.3702333573125282,-3.0311784354131846e-11,9.445755713117837e-05,8.375489902200988e-09
R75,False,1e-12,,2.9600000000000005e-06,0.47000000000000003,0.3702333573125282,-3.031178435414516e-11,9.445755713117837e-05,8.375489902200988e-09
R75,False,1e-12,,2.962e-06,0.47000000000000003,0.3702333573118981,3.0311154292549074e-11,9.445755713127289e-05,8.375512824265026e-09
R75,False,1e-12,,2.964e-06,0.47000000000000003,0.3702333573125274,-3.031052513247508e-11,9.445755713117849e-05,8.375489867056891e-09
R75,False,1e-12,,2.966e-06,0.47000000000000003,0.3702333573118986,3.030989627571575e-11,9.445755713127282e-05,8.37551285887848e-09
R75,False,1e-12,,2.9680000000000002e-06,0.47000000000000003,0.3702333573125269,-3.03092680522922e-11,9.445755713117857e-05,8.375489833658763e-09
R75,False,1e-12,,2.9700000000000004e-06,0.47000000000000003,0.3702333573118982,3.030863933811343e-11,9.445755713127287e-05,8.375512891766013e-09
R75,False,1e-12,,2.972e-06,0.47000000000000003,0.37023335731252455,-3.0308013029005185e-11,9.445755713117893e-05,8.375489800388894e-09
R75,False,1e-12,,2.9740000000000002e-06,0.47000000000000003,0.3702333573118985,3.030738688996787e-11,9.445755713127283e-05,8.3755129245499e-09
R75,False,1e-12,,2.976e-06,0.47000000000000003,0.3702333573125237,-3.0306761599183975e-11,9.445755713117905e-05,8.375489768235478e-09
R75,False,1e-12,,2.978e-06,0.47000000000000003,0.3702333573118982,3.030613608011592e-11,9.445755713127287e-05,8.375512956022453e-09
R75,False,1e-12,,2.9800000000000003e-06,0.47000000000000003,0.37023335731252377,-3.030551056486688e-11,9.445755713117902e-05,8.37548973722981e-09
R75,False,1e-12,,2.9820000000000004e-06,0.47000000000000003,0.3702333573119004,3.030488712657678e-11,9.445755713127253e-05,8.375512986876947e-09
R75,False,1e-12,,2.984e-06,0.47000000000000003,0.37023335731252544,-3.03042621066327e-11,9.445755713117878e-05,8.375489706958263e-09
R75,False,1e-12,,2.986e-06,0.47000000000000003,0.3702333573119029,3.03036395108675e-11,9.445755713127215e-05,8.375513016945976e-09
R75,False,1e-12,,2.988e-06,0.47000000000000003,0.37023335731252527,-3.030301708517323e-11,9.44575571311788e-05,8.375489677417967e-09
R75,False,1e-12,,2.99e-06,0.47000000000000003,0.3702333573119018,3.0302393590552796e-11,9.445755713127232e-05,8.375513045963265e-09
R75,False,1e-12,,2.9920000000000003e-06,0.47000000000000003,0.3702333573125223,-3.030177320383812e-11,9.445755713117925e-05,8.375489649030196e-09
R75,False,1e-12,,2.9940000000000005e-06,0.47000000000000003,0.3702333573119014,3.030115217593893e-11,9.445755713127238e-05,8.375513074309238e-09
R75,False,1e-12,,2.996e-06,0.47000000000000003,0.3702333573126924,-3.030036116742801e-11,9.445755713115375e-05,8.375489804201228e-09
R75,False,1e-12,,2.998e-06,0.47000000000000003,0.3702333573122914,3.029996015990972e-11,9.44575571312139e-05,8.375513191208066e-09
R75,False,1e-12,,3e-06,0.47000000000000003,0.3702333573129018,-3.0299349791568736e-11,9.445755713112233e-05,8.375489602545519e-09
R75,False,1e-12,,3.02e-06,0.47000000000000003,0.37023335731340495,-3.02930890368484e-11,9.445755713104687e-05,8.375489646136221e-09
R75,False,1e-12,,3.04e-06,0.47000000000000003,0.37023335731359086,-3.028701367456882e-11,9.445755713101899e-05,8.37548952235373e-09
R75,False,1e-12,,3.06e-06,0.47000000000000003,0.3702333573135996,-3.028092756946263e-11,9.445755713101768e-05,8.375489424228457e-09
R75,False,1e-12,,3.08e-06,0.47000000000000003,0.3702333573135993,-3.0274868913384485e-11,9.445755713101772e-05,8.375489339838192e-09
R75,False,1e-12,,3.1e-06,0.47000000000000003,0.37023335731360124,-3.0268838498665616e-11,9.445755713101743e-05,8.375489267373422e-09
R75,False,1e-12,,3.12e-06,0.47000000000000003,0.37023335731359774,-3.02628333974534e-11,9.445755713101795e-05,8.375489203627575e-09
R75,False,1e-12,,3.14e-06,0.47000000000000003,0.370233357313598,-3.025685003895881e-11,9.445755713101791e-05,8.375489148733898e-09
R75,False,1e-12,,3.1600000000000002e-06,0.47000000000000003,0.37023335731359663,-3.0250886643078274e-11,9.445755713101813e-05,8.375489100683007e-09
R75,False,1e-12,,3.18e-06,0.47000000000000003,0.3702333573135947,-3.0244941565763124e-11,9.445755713101842e-05,8.375489058475463e-09
R75,False,1e-12,,3.2e-06,0.47000000000000003,0.3702333573135946,-3.02390117810188e-11,9.445755713101842e-05,8.375489022507923e-09
R75,False,1e-12,,3.22e-06,0.47000000000000003,0.370233357313593,-3.023309630776953e-11,9.445755713101865e-05,8.375488990925995e-09
R75,False,1e-12,,3.24e-06,0.47000000000000003,0.37023335731359425,-3.022719303752303e-11,9.445755713101848e-05,8.375488963689791e-09
R75,False,1e-12,,3.26e-06,0.47000000000000003,0.3702333573135926,-3.0221300562219205e-11,9.445755713101874e-05,8.375488940111764e-09
R75,False,1e-12,,3.28e-06,0.47000000000000003,0.3702333573135924,-3.021541760465769e-11,9.445755713101876e-05,8.375488919874294e-09
R75,False,1e-12,,3.3e-06,0.47000000000000003,0.37023335731359336,-3.020954469169008e-11,9.445755713101861e-05,8.375488901567172e-09
R75,False,1e-12,,3.32e-06,0.47000000000000003,0.370233357313591,-3.0203678497799645e-11,9.445755713101895e-05,8.375488886350561e-09
R75,False,1e-12,,3.34e-06,0.47000000000000003,0.37023335731359097,-3.019782110856457e-11,9.445755713101897e-05,8.375488873447588e-09
R75,False,1e-12,,3.36e-06,0.47000000000000003,0.370233357313593,-3.019196804976431e-11,9.445755713101867e-05,8.375488862311377e-09
R75,False,1e-12,,3.3800000000000002e-06,0.47000000000000003,0.37023335731359036,-3.018612047490295e-11,9.445755713101906e-05,8.375488853159726e-09
R75,False,1e-12,,3.4e-06,0.47000000000000003,0.3702333573135912,-3.018028057410689e-11,9.445755713101894e-05,8.375488844363676e-09
R75,False,1e-12,,3.42e-06,0.47000000000000003,0.3702333573135918,-3.017444401938418e-11,9.445755713101884e-05,8.375488837888903e-09
R75,False,1e-12,,3.44e-06,0.47000000000000003,0.3702333573135897,-3.016861118374627e-11,9.445755713101916e-05,8.375488832082581e-09
R75,False,1e-12,,3.46e-06,0.47000000000000003,0.3702333573135895,-3.016278519586626e-11,9.445755713101921e-05,8.375488827012287e-09
R75,False,1e-12,,3.48e-06,0.47000000000000003,0.37023335731359,-3.0156961273290716e-11,9.445755713101913e-05,8.37548882298323e-09
R75,False,1e-12,,3.5e-06,0.47000000000000003,0.37023335731359164,-3.015114058665627e-11,9.445755713101887e-05,8.375488819642675e-09
R75,False,1e-12,,3.52e-06,0.47000000000000003,0.3702333573135915,-3.0145323114030106e-11,9.445755713101888e-05,8.375488817240667e-09
R75,False,1e-12,,3.54e-06,0.47000000000000003,0.3702333573135901,-3.0139508857505996e-11,9.44575571310191e-05,8.375488815200943e-09
R75,False,1e-12,,3.5600000000000002e-06,0.47000000000000003,0.37023335731358753,-3.013369909141995e-11,9.445755713101948e-05,8.375488813680407e-09
R75,False,1e-12,,3.58e-06,0.47000000000000003,0.3702333573135884,-3.0127890320731e-11,9.445755713101936e-05,8.3754888124271e-09
R75,False,1e-12,,3.6000000000000003e-06,0.47000000000000003,0.37023335731358703,-3.0122084389564053e-11,9.445755713101955e-05,8.375488811747193e-09
R75,False,1e-12,,3.62e-06,0.47000000000000003,0.370233357313589,-3.0116281136006355e-11,9.445755713101926e-05,8.375488811069194e-09
R75,False,1e-12,,3.64e-06,0.47000000000000003,0.37023335731358725,-3.011048028371352e-11,9.445755713101952e-05,8.375488810966503e-09
R75,False,1e-12,,3.66e-06,0.47000000000000003,0.37023335731358786,-3.0104681041295686e-11,9.445755713101944e-05,8.375488811276488e-09
R75,False,1e-12,,3.68e-06,0.47000000000000003,0.3702333573135876,-3.009888442153298e-11,9.445755713101948e-05,8.375488811269804e-09
R75,False,1e-12,,3.7e-06,0.47000000000000003,0.3702333573135914,-3.0093090436652874e-11,9.44575571310189e-05,8.375488812226491e-09
R75,False,1e-12,,3.72e-06,0.47000000000000003,0.37023335731358764,-3.0087298144473996e-11,9.445755713101947e-05,8.375488812855054e-09
R75,False,1e-12,,3.74e-06,0.47000000000000003,0.3702333573135858,-3.008150897241514e-11,9.445755713101975e-05,8.37548881299668e-09
R75,False,1e-12,,3.76e-06,0.47000000000000003,0.37023335731358786,-3.0075719226735226e-11,9.445755713101944e-05,8.375488814528674e-09
R75,False,1e-12,,3.7800000000000002e-06,0.47000000000000003,0.37023335731358803,-3.0069933337202826e-11,9.445755713101941e-05,8.375488815730632e-09
R75,False,1e-12,,3.8e-06,0.47000000000000003,0.37023335731358764,-3.006414855053302e-11,9.445755713101947e-05,8.37548881677187e-09
R75,False,1e-12,,3.82e-06,0.47000000000000003,0.37023335731358714,-3.005836542146256e-11,9.445755713101955e-05,8.375488817970966e-09
R75,False,1e-12,,3.8400000000000005e-06,0.47000000000000003,0.37023335731358614,-3.005258548657448e-11,9.44575571310197e-05,8.375488819335554e-09
R75,False,1e-12,,3.86e-06,0.47000000000000003,0.370233357313587,-3.0046805917764295e-11,9.445755713101958e-05,8.375488820429094e-09
R75,False,1e-12,,3.88e-06,0.47000000000000003,0.37023335731358636,-3.0041028323010636e-11,9.445755713101966e-05,8.375488822049458e-09
R75,False,1e-12,,3.9e-06,0.47000000000000003,0.37023335731358614,-3.0035253401316407e-11,9.44575571310197e-05,8.375488823357929e-09
R75,False,1e-12,,3.92e-06,0.47000000000000003,0.37023335731358553,-3.002947993067266e-11,9.445755713101979e-05,8.375488825192268e-09
R75,False,1e-12,,3.94e-06,0.47000000000000003,0.3702333573135857,-3.002370694412726e-11,9.445755713101977e-05,8.375488826811677e-09
R75,False,1e-12,,3.96e-06,0.47000000000000003,0.37023335731358986,-3.0017936522194714e-11,9.445755713101913e-05,8.375488829173797e-09
R75,False,1e-12,,3.98e-06,0.47000000000000003,0.37023335731359075,-3.0012167803268164e-11,9.4457557131019e-05,8.375488830424238e-09
R75,False,1e-12,,4e-06,0.47000000000000003,0.370233357313588,-3.0006400763689535e-11,9.445755713101943e-05,8.375488832042693e-09
R75,False,1e-12,,4.0200000000000005e-06,0.47000000000000003,0.37023335731358714,-3.000063606832775e-11,9.445755713101953e-05,8.375488833765748e-09
R75,False,1e-12,,4.04e-06,0.47000000000000003,0.37023335731358614,-2.99948726508575e-11,9.44575571310197e-05,8.375488835077083e-09
R75,False,1e-12,,4.06e-06,0.47000000000000003,0.3702333573135882,-2.998911016525066e-11,9.445755713101939e-05,8.375488837378309e-09
R75,False,1e-12,,4.08e-06,0.47000000000000003,0.3702333573135886,-2.99833494046091e-11,9.445755713101932e-05,8.375488839103275e-09
R75,False,1e-12,,4.1e-06,0.47000000000000003,0.37023335731358875,-2.997759109732228e-11,9.44575571310193e-05,8.375488840995644e-09
R75,False,1e-12,,4.12e-06,0.47000000000000003,0.370233357313587,-2.997183450187125e-11,9.445755713101956e-05,8.375488842658762e-09
R75,False,1e-12,,4.14e-06,0.47000000000000003,0.3702333573135868,-2.996607956855629e-11,9.445755713101959e-05,8.375488844072788e-09
R75,False,1e-12,,4.16e-06,0.47000000000000003,0.3702333573135878,-2.9960325345490574e-11,9.445755713101945e-05,8.375488846215202e-09
R75,False,1e-12,,4.18e-06,0.47000000000000003,0.37023335731358725,-2.995457272942239e-11,9.445755713101953e-05,8.37548884804668e-09
R75,False,1e-12,,4.2000000000000004e-06,0.47000000000000003,0.3702333573135868,-2.994882338084163e-11,9.445755713101959e-05,8.375488849887702e-09
R75,False,1e-12,,4.22e-06,0.47000000000000003,0.37023335731358953,-2.994307425289404e-11,9.445755713101918e-05,8.375488852135673e-09
R75,False,1e-12,,4.24e-06,0.47000000000000003,0.3702333573135907,-2.993732683940944e-11,9.445755713101902e-05,8.375488853602e-09
R75,False,1e-12,,4.26e-06,0.47000000000000003,0.3702333573135888,-2.9931581174548184e-11,9.445755713101929e-05,8.375488855693069e-09
R75,False,1e-12,,4.28e-06,0.47000000000000003,0.3702333573135893,-2.992583722054164e-11,9.445755713101921e-05,8.37548885747129e-09
R75,False,1e-12,,4.3e-06,0.47000000000000003,0.3702333573135875,-2.992009478327897e-11,9.44575571310195e-05,8.375488859302766e-09
R75,False,1e-12,,4.32e-06,0.47000000000000003,0.37023335731358653,-2.991435475181793e-11,9.445755713101964e-05,8.375488861076213e-09
R75,False,1e-12,,4.34e-06,0.47000000000000003,0.3702333573135876,-2.990861534032617e-11,9.445755713101948e-05,8.375488862854433e-09
R75,False,1e-12,,4.36e-06,0.47000000000000003,0.37023335731358636,-2.9902878539090965e-11,9.445755713101966e-05,8.375488864155266e-09
R75,False,1e-12,,4.38e-06,0.47000000000000003,0.3702333573135868,-2.9897142941750736e-11,9.445755713101959e-05,8.375488866519295e-09
R75,False,1e-12,,4.4e-06,0.47000000000000003,0.37023335731358786,-2.989140834382429e-11,9.445755713101945e-05,8.37548886819005e-09
R75,False,1e-12,,4.42e-06,0.47000000000000003,0.37023335731358636,-2.988567616986602e-11,9.445755713101966e-05,8.375488869435717e-09
R75,False,1e-12,,4.44e-06,0.47000000000000003,0.3702333573135871,-2.987994414782512e-11,9.445755713101955e-05,8.375488871894801e-09
R75,False,1e-12,,4.4600000000000005e-06,0.47000000000000003,0.37023335731358803,-2.987421455359763e-11,9.445755713101941e-05,8.375488873628358e-09
R75,False,1e-12,,4.48e-06,0.47000000000000003,0.37023335731358525,-2.9868487545942405e-11,9.445755713101983e-05,8.375488875514045e-09
R75,False,1e-12,,4.5e-06,0.47000000000000003,0.37023335731358625,-2.986276117162298e-11,9.445755713101968e-05,8.375488877338837e-09
R75,False,1e-12,,4.52e-06,0.47000000000000003,0.3702333573135864,-2.985703608572371e-11,9.445755713101966e-05,8.375488879167449e-09
R75,False,1e-12,,4.54e-06,0.47000000000000003,0.37023335731358514,-2.985131338846681e-11,9.445755713101986e-05,8.37548888089146e-09
R75,False,1e-12,,4.56e-06,0.47000000000000003,0.370233357313587,-2.984559266645811e-11,9.445755713101958e-05,8.37548888320128e-09
R75,False,1e-12,,4.58e-06,0.47000000000000003,0.370233357313587,-2.983987282589551e-11,9.445755713101956e-05,8.3754888844479e-09
R75,False,1e-12,,4.6e-06,0.47000000000000003,0.37023335731358686,-2.983415442301688e-11,9.445755713101959e-05,8.375488886704466e-09
R75,False,1e-12,,4.62e-06,0.47000000000000003,0.3702333573135876,-2.982843784874998e-11,9.445755713101948e-05,8.375488888589197e-09
R75,False,1e-12,,4.6400000000000005e-06,0.47000000000000003,0.37023335731358686,-2.982272249651824e-11,9.445755713101959e-05,8.37548889025995e-09
R75,False,1e-12,,4.66e-06,0.47000000000000003,0.3702333573135857,-2.9817010133987646e-11,9.445755713101975e-05,8.375488892196028e-09
R75,False,1e-12,,4.68e-06,0.47000000000000003,0.3702333573135861,-2.981129824120778e-11,9.44575571310197e-05,8.375488893921949e-09
R75,False,1e-12,,4.7e-06,0.47000000000000003,0.3702333573135861,-2.980558812951279e-11,9.445755713101971e-05,8.375488895753424e-09
R75,False,1e-12,,4.72e-06,0.47000000000000003,0.3702333573135863,-2.97998792795049e-11,9.445755713101966e-05,8.375488897630519e-09
R75,False,1e-12,,4.74e-06,0.47000000000000003,0.37023335731358475,-2.979417256928502e-11,9.44575571310199e-05,8.37548889946104e-09
R75,False,1e-12,,4.76e-06,0.47000000000000003,0.3702333573135817,-2.9788467103751256e-11,9.445755713102036e-05,8.375488901079495e-09
R75,False,1e-12,,4.78e-06,0.47000000000000003,0.3702333573135863,-2.9782763085448983e-11,9.445755713101966e-05,8.375488903546215e-09
R75,False,1e-12,,4.8e-06,0.47000000000000003,0.37023335731358603,-2.97770613779209e-11,9.445755713101971e-05,8.375488904899347e-09
R75,False,1e-12,,4.8200000000000004e-06,0.47000000000000003,0.37023335731358337,-2.977136171300686e-11,9.44575571310201e-05,8.375488906518757e-09
R75,False,1e-12,,4.84e-06,0.47000000000000003,0.3702333573135833,-2.9765662535957675e-11,9.445755713102012e-05,8.375488908767684e-09
R75,False,1e-12,,4.86e-06,0.47000000000000003,0.3702333573135854,-2.97599646463739e-11,9.44575571310198e-05,8.375488910605843e-09
R75,False,1e-12,,4.88e-06,0.47000000000000003,0.3702333573135862,-2.9754269341268396e-11,9.445755713101968e-05,8.375488912331762e-09
R75,False,1e-12,,4.9000000000000005e-06,0.47000000000000003,0.3702333573135856,-2.9748575184148834e-11,9.445755713101978e-05,8.37548891399488e-09
R75,False,1e-12,,4.92e-06,0.47000000000000003,0.37023335731358586,-2.9742882857524365e-11,9.445755713101974e-05,8.375488915985167e-09
R75,False,1e-12,,4.94e-06,0.47000000000000003,0.3702333573135833,-2.973719234614513e-11,9.445755713102012e-05,8.375488917604576e-09
R75,False,1e-12,,4.96e-06,0.47000000000000003,0.3702333573135858,-2.9731502779995825e-11,9.445755713101974e-05,8.37548891964812e-09
R75,False,1e-12,,4.98e-06,0.47000000000000003,0.37023335731358586,-2.972581455361252e-11,9.445755713101974e-05,8.375488921373084e-09
R75,False,1e-12,,5e-06,0.47000000000000003,0.3702333573135842,-2.972012937596649e-11,9.445755713101998e-05,8.37548892378846e-09
R75,False,1e-12,,5.02e-06,0.47000000000000003,0.3702333573135846,-2.9714444360924725e-11,9.445755713101993e-05,8.37548892567319e-09
R75,False,1e-12,,5.04e-06,0.47000000000000003,0.37023335731358625,-2.970876112123933e-11,9.445755713101968e-05,8.375488927345856e-09
R75,False,1e-12,,5.06e-06,0.47000000000000003,0.3702333573135854,-2.970308005908438e-11,9.44575571310198e-05,8.375488928956673e-09
R75,False,1e-12,,5.0800000000000005e-06,0.47000000000000003,0.37023335731358503,-2.9697399994486037e-11,9.445755713101986e-05,8.375488930953642e-09
R75,False,1e-12,,5.1e-06,0.47000000000000003,0.37023335731358287,-2.969172285508731e-11,9.44575571310202e-05,8.375488932676699e-09
R75,False,1e-12,,5.12e-06,0.47000000000000003,0.370233357313583,-2.968604620718785e-11,9.445755713102016e-05,8.375488934448235e-09
R75,False,1e-12,,5.14e-06,0.47000000000000003,0.37023335731358414,-2.968037101320313e-11,9.445755713102e-05,8.375488936118991e-09
R75,False,1e-12,,5.16e-06,0.47000000000000003,0.3702333573135823,-2.967469812235459e-11,9.445755713102028e-05,8.375488937950467e-09
R75,False,1e-12,,5.18e-06,0.47000000000000003,0.3702333573135836,-2.966902617007877e-11,9.445755713102009e-05,8.375488940099566e-09
R75,False,1e-12,,5.2e-06,0.47000000000000003,0.3702333573135837,-2.966335569269616e-11,9.445755713102005e-05,8.375488941986206e-09
R75,False,1e-12,,5.22e-06,0.47000000000000003,0.37023335731358403,-2.965768784657466e-11,9.445755713102001e-05,8.375488943339338e-09
R75,False,1e-12,,5.24e-06,0.47000000000000003,0.37023335731358475,-2.965202036539194e-11,9.44575571310199e-05,8.37548894558731e-09
R75,False,1e-12,,5.2600000000000005e-06,0.47000000000000003,0.3702333573135823,-2.9646355283590606e-11,9.445755713102027e-05,8.375488947364576e-09
R75,False,1e-12,,5.28e-06,0.47000000000000003,0.37023335731358004,-2.964069188302067e-11,9.44575571310206e-05,8.375488948503733e-09
R75,False,1e-12,,5.3e-06,0.47000000000000003,0.3702333573135833,-2.9635028857891786e-11,9.445755713102012e-05,8.37548895145548e-09
R75,False,1e-12,,5.32e-06,0.47000000000000003,0.37023335731358487,-2.9629368199656716e-11,9.445755713101989e-05,8.375488952701147e-09
R75,False,1e-12,,5.34e-06,0.47000000000000003,0.3702333573135835,-2.9623708976241356e-11,9.445755713102009e-05,8.375488954966305e-09
R75,False,1e-12,,5.36e-06,0.47000000000000003,0.37023335731358525,-2.961805241201159e-11,9.445755713101983e-05,8.37548895731124e-09
R75,False,1e-12,,5.38e-06,0.47000000000000003,0.37023335731358514,-2.961239668149056e-11,9.445755713101983e-05,8.375488959139851e-09
R75,False,1e-12,,5.4e-06,0.47000000000000003,0.37023335731358503,-2.9606743035355795e-11,9.445755713101986e-05,8.37548896081156e-09
R75,False,1e-12,,5.42e-06,0.47000000000000003,0.3702333573135802,-2.960108979044037e-11,9.445755713102059e-05,8.375488962582143e-09
R75,False,1e-12,,5.4400000000000004e-06,0.47000000000000003,0.3702333573135805,-2.9595439303372526e-11,9.445755713102054e-05,8.375488964049425e-09
R75,False,1e-12,,5.46e-06,0.47000000000000003,0.37023335731357987,-2.958979033395103e-11,9.445755713102065e-05,8.3754889657763e-09
R75,False,1e-12,,5.48e-06,0.47000000000000003,0.37023335731358165,-2.958414133493226e-11,9.445755713102038e-05,8.37548896813842e-09
R75,False,1e-12,,5.5e-06,0.47000000000000003,0.3702333573135808,-2.957849436799915e-11,9.445755713102048e-05,8.375488969810129e-09
R75,False,1e-12,,5.5200000000000005e-06,0.47000000000000003,0.37023335731357954,-2.9572851048978636e-11,9.445755713102067e-05,8.375488971432402e-09
