candidate,input_v_per_v,injection_ohm,supply_v_per_v,bias_gate_drop_v_per_v
A75,-6.000001221995732,90522.5735636228,1.998191771666935,15.251890532293476
R75,-5.99999903073023,6144.239317074085,0.9215608729888913,
F75S,-5.999999145255563,16893.858340116807,1.2241263938257418,5.113920324181231
F75L,-6.000870786923573,17367.293806991314,1.2588205424151067,5.225097402256351
