case,plus,minus,gain,direct_gain,tail_per_input,mirror_per_input,tail_gds_s,input_source_coefficient_s,tail_conductance_fraction,stamped_gain,native_one_khz_real,native_one_khz_imag,relative_error_to_native_real,body_derivatives_retained
known-central-0p3,61.54501301494529,-61.58204786069125,0.9834291960522862,0.9834291960522861,0.8309537249714071,-0.011458673950761226,2.0334364809128687e-06,0.000314281644210578,0.0064285157586151396,0.9834291960522861,0.9833173168832835,-0.00023242489068392818,0.00011377727929917647,True
new-high-command-0p7,12.117016346294212,-22.47371059554715,0.5161951834147922,0.5161951834147923,0.10112332860629544,-0.8471860539039171,0.00022061803068220348,4.949486861568207e-05,0.8167622918256184,0.5161951834147923,0.5159566646501477,-0.0006012353174118154,0.00046228449206342503,True
