candidate,out_v,current_uA,power_uW,area_um2,gain,bandwidth_MHz,input_noise_uV,THD_5mV_percent,THD_10mV_percent,source_v,gate_v
R37,0.5000000000000062,37.49999999999978,37.498488317891976,3.5366640163051644,-5.999999999999938,13.639741688986895,9.549171704273169,1.3861450178289572,2.76771285562497,0.0026845581080928924,0.44999725148707675
A37,0.4999999999984522,37.499999999926615,37.499788978188136,3.0365110997308102,-5.999999999994579,1.7471275867924634,41.054140406846045,0.46025344655830946,0.9216538341155212,0.052175122769918,0.4499996163241119
R75,0.5000000000000061,74.9999999999977,74.9967514954803,9.281973044334817,-5.999999999999706,25.185642222723455,7.091664998025675,1.0449892075404243,2.087729245532417,0.012027257763498332,0.4499940936281502
A75,0.4999999999931346,74.9891600644749,74.98894904273641,4.476511099730811,-6.00000180105283,1.7474889012599295,38.20696101615889,0.4602590869643026,0.9216601796003439,0.05217512276991066,0.4499996163241119
