candidate,input_v_per_v,injection_ohm,supply_v_per_v,gate_drop_v_per_v
R37,-6.000000030764729,11562.770969741898,0.8671420801573682,
A37,-5.999999396008038,90522.54545375283,1.998198356916947,15.251364294708857
R75,-5.99999903073023,6144.239317074085,0.9215608729888913,
A75,-6.000001221995732,90522.5735636228,1.998191771666935,15.251890532293476
