candidate,condition,index,error_v,center_pass,five_checks_pass,realization_id,original_attempt_sha256
A75,nominal,2071,-0.011830012875769347,True,True,34f68b419df730125b3e1f02b57c72eebf3f035cca168508710692f997275b44,f8354c0357856cc92eb4e9ea3e49dced09a85de242cc629dda639bdc0c2f3d86
A75,nominal,2072,-0.01197775102829779,True,True,cedf6167bc4a611385bae15cace5813e4ee58d4cb2e0d1f04cb1712f98953153,77a6871fcea209afb59ff3602aacddf345ea484e4fe617a92f020d1e7c12721b
A75,nominal,2073,0.0006713034908144566,True,True,64457c55772eb8458077e35da361c56c780780b1e6f93e390e4d03d0e9754138,06b79cf95beb10441975f2a5f798b209e4a42e1aeea536d6bad28faf60ac6a95
A75,nominal,2074,-0.06559192067377445,False,False,e0cdbdf2c2f1fd40d6c1dfc717730692b086716ce8ab20861d518f08fc8b5161,3f3d2ce6235993c56de13c4689c8d57bd2340ca2a41b48029386e74711a497d9
A75,nominal,2075,-0.025575944551580354,False,False,ec98cf72299078adb9c1d793f9084bd3bc64f8c2cc0cd5fd2a8c5dc6ca9120e8,186feddc3c7309ea6df55ce8ca7a76258fb6b036fc884eab4bc372d5f8555ef0
A75,nominal,2076,0.11140615530559383,False,False,8ef47277735bdd4a03a623888d6b882fc404c1ef85b9169f3247229220f03257,f39a2da5a050e68710f0650779c30f2a3c8f4460b4a19347b2edf91b2ee981ef
A75,nominal,2077,-0.10046769848405723,False,False,18930a0ecabe2977415695004a70f6f15b02efc8d239289528eda7cdbdc0eaaf,d4c659a74cbc15e08612bf884e106d633ce6b945de40d4f41bc3abd12b299b30
A75,nominal,2078,-0.04648654042847644,False,False,f75bbdfe348698ddbe7d15d5d3705c153ed3b25091506c78d68e79510c952267,26b75a231e93b1f943037a512a2c43ff5634f3fdf9eda49e7565fdfe049ca58b
A75,nominal,2079,0.06975722032732445,False,False,c897f5bcd658aef68f929d9eeec7db8c4aca18c15e5de89c6c9e755619a5938b,bab632859765a5fa1461b4cae93a8e05048c77fd5121560d3561c963012d57c7
A75,nominal,2080,-0.06215747152056289,False,False,249caf52afd449ed8b52f127b285caad0387509ff46bc354af80cdc2574641c4,5dc64bdb1a903aa5268bbb4be883712ffdc839f7797dc1ebb0086cbc2f50329b
A75,nominal,2081,0.18454585196690354,False,False,2a4891c6e5b21d592e996dbaea54473c68971334bde51fe5107c3743e00f6c13,227d2f31db90fb9a374d8fe63a2a308f03ad5fc56ba0acde01870eea326c9460
A75,nominal,2082,-0.024844592192517945,True,True,9a153c38c5b536f4005bcbcc6388f2c55c36d2edba0057363ed25bfcbdca165b,fb20a0b3db3b7153b1b2ebf428edc6b86e9663609fcf534da124a2cbda509d4a
A75,nominal,2083,0.1324852905302084,False,False,6e6ef45106b0d279bcc1de519a7088cb7ec519188cead35dee60faae49819691,20f4e6b7a49fd45d63561ed5e61d61609e69af0d0570dc2f370f8642828b7e21
A75,nominal,2084,0.06421896063069699,False,False,bfb9591b60dcb6d3d7416b04f0875edd1656a533d7d363f9fedc56978169cb73,2edf1bceb2b5338999e589af306160824bcc0ed656e600d0de7666580e653538
A75,nominal,2085,-0.04372802970004891,False,False,bcb17ed359f46795ecc099f9b39a287f207d7a60bc49500a4c11b9fb340d202e,3f918d59cb9f31973537705015211f0986e201b29207f204369e0be1305dd25b
