candidate,frequency_hz,zout_real_ohm,zout_imag_ohm
F75L,1678.804018122563,17367.28989285858,-3.225925818526739
F75L,1727.8259805078665,17367.28985736589,-3.3201245463351166
F75L,1778.279410038926,17367.289819750447,-3.41707392603701
F75L,1830.2061063110596,17367.289779917,-3.5168542780742484
F75L,1883.6490894898043,17367.289737704377,-3.6195482682592797
F75L,1938.6526359522113,17367.289693004313,-3.725240976309708
F75L,1995.2623149688839,17367.28964563808,-3.834019966283279
F75L,2053.5250264571505,17367.289595496775,-3.9459753591828406
F75L,2113.4890398366515,17367.289542376377,-4.06119990754634
F75L,2175.2040340195276,17367.289486118334,-4.179789072352471
F75L,2238.721138568345,17367.289426497722,-4.30184110205514
F75L,2304.092976055851,17367.289363343123,-4.4274571140374865
F75L,2371.373705661661,17367.289296477902,-4.556741178358163
F75L,2440.6190680419863,17367.28922561984,-4.689800403916145
F75L,2511.8864315095866,17367.289150585748,-4.826745027295211
F75L,2585.2348395621975,17367.289071086438,-4.967688503981745
F75L,2660.725059798817,17367.288986890126,-5.1127476024491605
F75L,2738.4196342643686,17367.28889769148,-5.262042500822597
F75L,2818.3829312644616,17367.288803244133,-5.415696886521431
F75L,2900.681198693162,17367.28870315689,-5.57383805860464
F75L,2985.3826189179686,17367.28859716376,-5.736597033402827
F75L,3072.557365267456,17367.288484868317,-5.904108652898424
F75L,3162.277660168389,17367.2883659304,-6.0765116965592085
F75L,3254.617834980469,17367.288239958834,-6.253948996241686
F75L,3349.6543915782872,17367.288106520053,-6.4365675545258565
F75L,3447.466065731505,17367.28796513706,-6.624518666498588
F75L,3548.133892335766,17367.287815404496,-6.817958045185131
F75L,3651.741272548389,17367.28765683074,-7.017045950433413
F75L,3758.3740428844544,17367.28748881747,-7.221947321659142
F75L,3868.120546330535,17367.2873108503,-7.432831914647233
F75L,3981.0717055349864,17367.28712235342,-7.64987444207182
F75L,4097.32109813543,17367.286922702708,-7.873254718246763
F75L,4216.965034285838,17367.286711197732,-8.103157808065859
F75L,4340.102636447455,17367.286487160654,-8.339774180411377
F75L,4466.835921509648,17367.28624983615,-8.583299865856864
F75L,4597.2698853087395,17367.28599849228,-8.833936619167945
F75L,4731.512589614823,17367.285732238022,-9.091892086262488
F75L,4869.67525165865,17367.285450189403,-9.357379976398846
F75L,5011.872336272742,17367.285151436452,-9.630620239194005
F75L,5158.221650723077,17367.28483499056,-9.911839246783012
F75L,5308.8444423099045,17367.284499775047,-10.201269981340355
F75L,5463.865498818564,17367.28414470114,-10.499152228179664
F75L,5623.413251903514,17367.28376859826,-10.805732774321967
F75L,5787.61988349123,17367.2833702087,-11.121265612933087
F75L,5956.62143529013,17367.282948204993,-11.44601215376004
F75L,6130.557921498234,17367.28250120891,-11.780241439717546
F75L,6309.57344480196,17367.282027707057,-12.124230369656619
F75L,6493.816315762142,17367.281526178616,-12.47826392792976
F75L,6683.439175686176,17367.280994899065,-12.8426354202008
F75L,6878.599123088107,17367.28043215613,-13.217646716733682
F75L,7079.457843841412,17367.27983607883,-13.60360850221917
F75L,7286.181745132311,17367.279204668568,-14.000840533187901
F75L,7498.942093324594,17367.278535853882,-14.409671902986755
F75L,7717.915155850161,17367.277827379483,-14.830441314218916
F75L,7943.282347242854,17367.277076960898,-15.263497359584932
F75L,8175.23037943654,17367.27628207414,-15.709198810294833
F75L,8413.951416451991,17367.27544006369,-16.167914913447515
F75L,8659.643233600696,17367.274548170142,-16.640025697965957
F75L,8912.5093813375,17367.27360344504,-17.125922289248674
F75L,9172.759353897844,17367.272602722423,-17.62600723310127
