candidate,frequency_hz,zout_real_ohm,zout_imag_ohm
F75L,9440.608762859283,17367.27154273098,-18.14069482941589
F75L,9716.279515771113,17367.270419915592,-18.67041147499489
F75L,10000.000000000055,17367.269230547452,-19.215596016976683
F75L,10292.00527194434,17367.267970733792,-19.776700116384202
F75L,10592.537251772948,17367.266636253313,-20.354188621879334
F75L,10901.844923851339,17367.265222702314,-20.948539955134514
F75L,11220.184543019699,17367.26372540407,-21.560246506911348
F75L,11547.819846894648,17367.262139387523,-22.189815044852693
F75L,11885.022274370254,17367.260459361205,-22.83776713316127
F75L,12232.071190499388,17367.258679831022,-23.504639564916218
F75L,12589.254117941748,17367.256794845795,-24.190984806010185
F75L,12956.866975170273,17367.254798160808,-24.89737145316063
F75L,13335.21432163332,17367.25268317757,-25.624384704691813
F75L,13724.609610075704,17367.25044283915,-26.372626844903117
F75L,14125.37544622763,17367.24806979757,-27.142717743394314
F75L,14537.843856076708,17367.245556127225,-27.935295367568166
F75L,14962.356560944427,17367.24289350088,-28.75101631151606
F75L,15399.265260595015,17367.240073133715,-29.590556339627767
F75L,15848.931924611234,17367.237085612585,-30.45461094564208
F75L,16311.729092278485,17367.23392108372,-31.343895929242265
F75L,16788.040181225708,17367.230569042807,-32.25914798808998
F75L,17278.259805078742,17367.22701841149,-33.20112532814325
F75L,17782.79410038934,17367.22325737547,-34.17060829088595
F75L,18302.061063110676,17367.219273479088,-35.168399999831514
F75L,18836.490894898125,17367.21505352519,-36.19532702513606
F75L,19386.5263595222,17367.21058354403,-37.25224006785734
F75L,19952.623149688927,17367.205848695372,-38.3400146638753
F75L,20535.250264571598,17367.200833263138,-39.45955190872812
F75L,21134.89039836661,17367.195520690024,-40.61177920379614
F75L,21752.040340195374,17367.18989327595,-41.79765102266062
F75L,22387.21138568355,17367.18393250793,-43.0181497027928
F75L,23040.929760558614,17367.177618456397,-44.27428625577679
F75L,23713.737056616716,17367.17093032167,-45.567101206852996
F75L,24406.19068041997,17367.16384590185,-46.89766545348962
F75L,25118.864315095976,17367.156341698646,-48.26708115219844
F75L,25852.348395622088,17367.14839284199,-49.67648263027584
F75L,26607.250597988284,17367.1399730247,-51.12703732416044
F75L,27384.19634264381,17367.131054270092,-52.619946744107466
F75L,28183.829312644742,17367.121607092093,-54.15644746930083
F75L,29006.81198693175,17367.11160012396,-55.737812168708714
F75L,29853.826189179817,17367.101000217583,-57.365350654547
F75L,30725.573652674695,17367.089772257776,-59.04041096462811
F75L,31622.77660168403,17367.0778789784,-60.76438047614222
F75L,32546.17834980483,17367.065281045547,-62.5386870537108
F75L,33496.54391578302,17367.051936621952,-64.3648002271534
F75L,34474.6606573152,17367.03780155118,-66.24423240795394
F75L,35481.33892335782,17367.02282893446,-68.17854013661452
F75L,36517.41272548406,17367.006969143913,-70.16932536951275
F75L,37583.740428844714,17366.99016963518,-72.21823680164775
F75L,38681.20546330552,17366.972374719495,-74.32697122742326
F75L,39810.71705535004,17366.953525468565,-76.49727494205585
F75L,40973.210981354474,17366.93355934526,-78.73094518125089
F75L,42169.650342858564,17366.912410227444,-81.02983160613176
F75L,43401.02636447473,17366.890007967064,-83.395837827022
F75L,44668.35921509667,17366.86627836197,-85.83092297522398
F75L,45972.69885308759,17366.841142788682,-88.33710331713823
F75L,47315.125896148435,17366.814517890423,-90.91645391554133
F75L,48696.75251658671,17366.786315473408,-93.57111034114604
F75L,50118.723362727644,17366.75644202843,-96.30327042974096
F75L,51582.216507230994,17366.724798599596,-99.11519609385596
F75L,53088.44442309928,17366.69128033318,-102.00921518327499
F75L,54638.65498818588,17366.655776103762,-104.98772340002003
F75L,56234.13251903538,17366.618168277142,-108.0531862702841
F75L,57876.19883491255,17366.578332208068,-111.20814117003377
F75L,59566.21435290155,17366.536135912535,-114.45519941111473
F75L,61305.579214982594,17366.491439555313,-117.79704838506123
F75L,63095.734448019866,17366.44409503587,-121.23645376983367
F75L,64938.16315762169,17366.393945440177,-124.77626179814627
F75L,66834.39175686204,17366.34082462236,-128.41940159276876
F75L,68785.99123088135,17366.28455653723,-132.1688875652117
F75L,70794.5784384144,17366.224954788275,-136.02782188632804
F75L,72861.81745132341,17366.161821804024,-139.9993970218765
F75L,74989.42093324625,17366.094948507533,-144.0868983483962
F75L,77179.15155850194,17366.02411326296,-148.29370683206758
F75L,79432.82347242888,17365.949081396222,-152.6233017933094
F75L,81752.30379436575,17365.869604306812,-157.07926374325714
F75L,84139.5141645203,17365.78541871252,-161.66527730312936
F75L,86596.43233600735,17365.696245665822,-166.38513420222492
F75L,89125.0938133754,17365.601789833607,-171.24273636583916
F75L,91727.59353897884,17365.501738228064,-176.2420990798397
F75L,94406.08762859325,17365.39575947187,-181.38735425503614
F75L,97162.79515771156,17365.28350249296,-186.68275377202025
F75L,100000.00000000097,17365.16459541882,-192.13267292387474
F75L,102920.05271944383,17365.038644472552,-197.74161395564397
F75L,105925.37251772993,17364.905232454068,-203.51420969342837
F75L,109018.44923851384,17364.763917484932,-209.45522728043812
F75L,112201.84543019746,17364.61423160253,-215.56957201364355
F75L,115478.19846894697,17364.45567906439,-221.86229127956597
F75L,118850.22274370304,17364.287734877198,-228.3385786043254
F75L,122320.71190499439,17364.109842993275,-235.00377780682038
F75L,125892.541179418,17363.92141422959,-241.86338725784623
F75L,129568.66975170327,17363.721824849043,-248.92306427390452
F75L,133352.1432163338,17363.510414032193,-256.18862959971835
F75L,137246.09610075763,17363.286481961073,-263.66607202909756
F75L,141253.7544622769,17363.049287388596,-271.36155313536403
F75L,145378.4385607677,17362.79804520922,-279.2814121282478
F75L,149623.56560944492,17362.53192391821,-287.4321708367717
F75L,153992.65260595083,17362.25004288987,-295.82053881837
F75L,158489.31924611304,17361.95146930327,-304.45341859031765
F75L,163117.29092278559,17361.635215343947,-313.33791100738165
F75L,167880.40181225786,17361.300234694158,-322.48132075398365
F75L,172782.59805078822,17360.945419322892,-331.8911619882673
F75L,177827.94100389423,17360.569595624027,-341.57516410586743
F75L,183020.61063110761,17360.171520718603,-351.5412776552703
F75L,188364.90894898213,17359.749878299634,-361.7976803832797
F75L,193865.26359522287,17359.3032743558,-372.352783424926
F75L,199526.23149689016,17358.830232514443,-383.2152376286027
F75L,205352.5026457169,17358.3291892809,-394.3939400292304
F75L,211348.90398366703,17357.79848892882,-405.89804046025347
F75L,217520.4034019547,17357.236378006928,-417.73694830284956
F75L,223872.11385683648,17356.64099959853,-429.92033937873873
F75L,230409.29760558717,17356.010387353952,-442.45816298824286
F75L,237137.37056616822,17355.342459015174,-455.36064907942773
F75L,244061.90680420081,17354.635009433234,-468.63831554591934
F75L,251188.64315096088,17353.885703743643,-482.30197568798144
F75L,258523.48395622204,17353.092069535647,-496.3627457736811
F75L,266072.505979884,17352.251488637394,-510.8320527281377
F75L,273841.96342643927,17351.361189030773,-525.7216419797012
F75L,281838.29312644864,17350.418235478526,-541.0435853768471
F75L,290068.11986931873,17349.419520243784,-556.8102892509977
F75L,298538.26189179946,17348.36175277194,-573.0345025516731
F75L,307255.7365267483,17347.241449276604,-589.729325105727
F75L,316227.7660168417,17346.05492145534,-606.9082159445294
F75L,325461.7834980498,17344.79826444626,-624.5850016946133
F75L,334965.4391578317,17343.467344451143,-642.7738850517259
F75L,344746.6065731536,17342.057785172412,-661.4894532655481
F75L,354813.3892335798,17340.56495417972,-680.7466867032767
F75L,365174.1272548422,17338.983947675722,-700.5609673621634
F75L,375837.4042884488,17337.30957502743,-720.94808741609
F75L,386812.054633057,17335.53634220793,-741.9242577123896
F75L,398107.1705535022,17333.65843443363,-763.5061162192753
F75L,409732.10981354665,17331.669697239813,-785.7107363322266
F75L,421696.5034285876,17329.563617665706,-808.555635159506
F75L,434010.26364474936,17327.3333031158,-832.058781540899
F75L,446683.59215096885,17324.971460268272,-856.2386039801215
F75L,459726.9885308781,17322.470371608848,-881.1139982269792
F75L,473151.2589614866,17319.821871604545,-906.7043346581879
F75L,486967.5251658694,17317.017321275925,-933.0294652937964
F75L,501187.23362727877,17314.047581391336,-960.1097304181731
F75L,515822.16507231235,17310.90298408202,-987.9659647266678
F75L,530884.4442309953,17307.57330325604,-1016.6195029786934
F75L,546386.5498818613,17304.047723219148,-1046.0921850245409
F75L,562341.3251903565,17300.314805681293,-1076.406360149557
F75L,578761.9883491283,17296.36245504827,-1107.5848906423046
F75L,595662.1435290184,17292.17788211816,-1139.651154513969
F75L,613055.7921498289,17287.747565483725,-1172.6290471806374
F75L,630957.3444802017,17283.057211441468,-1206.5429821039875
F75L,649381.63157622,17278.09171146479,-1241.4178901486168
F75L,668343.9175686237,17272.835098199972,-1277.2792176610162
F75L,687859.9123088169,17267.270498414426,-1314.152922906518
F75L,707945.7843841475,17261.380084563498,-1352.0654709516477
F75L,728618.1745132377,17255.145023398585,-1391.0438265947992
F75L,749894.2093324661,17248.545422652114,-1431.1154453200797
F75L,771791.5155850231,17241.560274843952,-1472.3082619279753
F75L,794328.2347242925,17234.16739898498,-1514.6506767547876
F75L,817523.0379436614,17226.343379348727,-1558.1715391118655
F75L,841395.141645207,17218.06350187332,-1602.9001277880793
F75L,865964.3233600776,17209.301687655567,-1648.8661282484677
F75L,891250.9381337581,17200.030424053097,-1696.0996063296943
F75L,917275.9353897927,17190.220692723226,-1744.6309779873218
F75L,944060.8762859369,17179.84189527848,-1794.490974882358
F75L,971627.9515771201,17168.861775802667,-1845.7106052840554
F75L,1000000.0000000144,17157.24634127196,-1898.321110106625
F75L,1029200.527194443,17144.95977851972,-1952.3539133577187
F75L,1059253.7251773044,17131.964369639652,-2007.8405669516278
F75L,1090184.4923851436,17118.220404018542,-2064.8126889883965
F75L,1122018.4543019799,17103.6860885204,-2123.301895306722
F75L,1154781.984689475,17088.31745557765,-2183.339723695982
F75L,1188502.2274370359,17072.0682690679,-2244.957550123671
F75L,1223207.1190499496,17054.889928702465,-2308.1864965093137
F75L,1258925.4117941859,17036.731373186827,-2373.0573294298815
F75L,1295686.6975170388,17017.538981955462,-2439.6003489612644
F75L,1333521.432163344,16997.256476826886,-2507.8452672486965
F75L,1372460.9610075825,16975.824823458293,-2577.821075958529
F75L,1412537.5446227754,16953.182133177786,-2649.5559019023917
F75L,1453784.3856076836,16929.26356643338,-2723.076850302061
F75L,1496235.6560944559,16904.00123767065,-2798.4098346749092
F75L,1539926.526059515,16877.324123619663,-2875.5793929746605
F75L,1584893.1924611374,16849.157974909125,-2954.60848892283
F75L,1631172.909227863,16819.425233168895,-3035.5182981914277
F75L,1678804.0181225857,16788.04495372922,-3118.3279783658095
F75L,1727825.9805078898,16754.932736044157,-3203.054422306399
F75L,1778279.41003895,16720.00066353049,-3289.7119944068327
F75L,1830206.106311084,16683.15725328549,-3378.3122487419564
F75L,1883649.0894898295,16644.307419211233,-3468.8636293396485
F75L,1938652.6359522373,16603.352448911395,-3561.3711515782343
F75L,1995262.3149689105,16560.189997851718,-3655.836065050087
F75L,2053525.026457178,16514.714102002516,-3752.2554973456918
F75L,2113489.0398366796,16466.815212544334,-3850.6220793577204
F75L,2175204.0340195564,16416.380254299642,-3950.923551962907
F75L,2238721.1385683743,16363.292711556376,-4053.14235503512
F75L,2304092.9760558815,16307.432743926229,-4157.255199474901
F75L,2371373.705661692,16248.677335395712,-4263.232623421049
F75L,2440619.0680420185,16186.90048013083,-4371.038534328929
F75L,2511886.4315096196,16121.973407849291,-4480.629738523914
F75L,2585234.8395622317,16053.764852933746,-4591.955461003934
F75L,2660725.059798852,15982.141370509727,-4704.9568582248885
F75L,2738419.6342644054,15906.967702521204,-4819.566526971624
F75L,2818382.931264499,15828.10719789278,-4935.708013695739
F75L,2900681.1986932005,15745.422289749413,-5053.295328722828
F75L,2985382.618918008,15658.775032477808,-5172.2324703411505
F75L,3072557.365267497,15568.027701727055,-5292.412964872987
F75L,3162277.6601684312,15473.043459532746,-5413.719429171455
F75L,3254617.8349805125,15373.687086241292,-5536.023162641082
F75L,3349654.391578332,15269.82578060757,-5659.183776803628
F75L,3447466.065731551,15161.330028362554,-5783.048870832781
F75L,3548133.8923358135,15048.074538625951,-5907.45376201958
F75L,3651741.272548438,14929.939247067565,-6032.221281160604
F75L,3758374.042884505,14806.810382617869,-6157.161642461488
F75L,3868120.546330587,14678.581594155788,-6282.072398694296
F75L,3981071.70553504,14545.155131301142,-6406.738491679045
F75L,4097321.0981354844,14406.443072995882,-6530.932409269339
F75L,4216965.034285894,14262.368594574778,-6654.414458423092
F75L,4340102.636447512,14112.867263421922,-6776.9331646319815
F75L,4466835.921509706,13957.888350952504,-6898.225806646988
F75L,4597269.885308799,13797.39614705439,-7018.0190945865315
F75L,4731512.589614885,13631.371261426793,-7136.029998239541
F75L,4869675.251658713,13459.811894544298,-7251.966730642104
F75L,5011872.336272808,13282.735059531495,-7365.529890093041
F75L,5158221.650723144,13100.177735037883,-7476.413761635404
F75L,5308844.442309974,12912.197927805371,-7584.3077757883675
F75L,5463865.498818635,12718.8756237245,-7688.89812070736
F75L,5623413.251903587,12520.313604985426,-7789.869499322647
F75L,5787619.883491306,12316.638111779755,-7886.9070207551495
F75L,5956621.435290207,12107.999327789516,-7979.698212269862
F75L,6130557.921498313,11894.57166911831,-8067.935132798779
F75L,6309573.444802041,11676.553859307644,-8151.316568149743
F75L,6493816.315762226,11454.16877461037,-8229.550282975422
F75L,6683439.175686263,11227.663047198066,-8302.355302850934
F75L,6878599.123088196,10997.30641731474,-8369.464196944022
F75L,7079457.843841503,10763.390829311287,-8430.62532934369
F75L,7286181.745132405,10526.229271332442,-8485.605047265786
F75L,7498942.093324691,10286.154362582798,-8534.189771683961
F75L,7717915.155850261,10043.51669751482,-8576.187957923474
F75L,7943282.347242957,9798.682960917351,-8611.431893509784
F75L,8175230.379436647,9552.033832846677,-8639.779302608473
F75L,8413951.416452102,9303.961706980059,-8661.114729340923
F75L,8659643.23360081,9054.868250090332,-8675.350675190817
F75L,8912509.381337617,8805.161834021956,-8682.428469447348
F75L,9172759.353897963,8555.254874575674,-8682.318857560342
F75L,9440608.762859406,8305.561113848737,-8675.022295295988
F75L,9716279.51577124,8056.492883973453,-8660.568944394188
F75L,10000000.000000184,7808.458390629968,-8639.018368905094
F75L,10292005.271944473,7561.85905424558,-8610.458938258416
F75L,10592537.251773085,7317.086945382956,-8575.006948218852
F75L,10901844.923851479,7074.522348625351,-8532.805475716694
F75L,11220184.543019842,6834.531486235305,-8484.02298843606
F75L,11547819.846894797,6597.464429223126,-8428.85173385286
F75L,11885022.274370406,6363.653219171447,-8367.505936056716
F75L,12232071.190499544,6133.410219674029,-8300.21983071421
F75L,12589254.117941909,5907.026711244497,-8227.245570836798
F75L,12956866.97517044,5684.7717387619505,-8148.851036340101
F75L,13335214.321633492,5466.8912154327445,-8065.317581069177
F75L,13724609.61007588,5253.6072827165135,-7976.9377497508385
F75L,14125375.446227811,5045.117921030607,-7884.01299655251
F75L,14537843.856076894,4841.59680234555,-7786.851434256516
F75L,14962356.560944619,4643.193371890993,-7685.7656414301555
F75L,15399265.260595214,4450.03314355564,-7581.070551359668
F75L,15848931.924611438,4262.218190852101,-7473.081443979673
F75L,16311729.092278697,4079.827813814127,-7362.112058127175
F75L,16788040.181225926,3902.9193606008034,-7248.47283865195
F75L,17278259.80507897,3731.5291821866676,-7132.469329034681
F75L,17782794.100389574,3565.673698095772,-7014.40071726748
F75L,18302061.063110918,3405.350551673989,-6894.55853929189
F75L,18836490.894898374,3250.539833749106,-6773.225541865925
F75L,19386526.359522454,3101.2053547825126,-6650.674703809126
F75L,19952623.14968919,2957.295946865861,-6527.1684123698815
F75L,20535250.264571868,2818.7467783288403,-6402.957789593035
F75L,21134890.398366887,2685.480665402046,-6278.282161880932
F75L,21752040.34019566,2557.409367142104,-6153.368664598307
F75L,22387211.385683842,2434.434851565583,-6028.431972602316
F75L,23040929.760558918,2316.4505226954493,-5903.674146865649
F75L,23713737.05661703,2203.3423999860424,-5779.284586872216
F75L,24406190.680420294,2094.990243133444,-5655.440078335344
F75L,25118864.315096308,1991.2686169958956,-5532.304925636794
F75L,25852348.39562243,1892.0478925942468,-5410.031158705199
F75L,26607250.597988635,1797.195181577068,-5288.758804270387
F75L,27384196.34264417,1706.5752026654286,-5168.616211893824
F75L,28183829.31264511,1620.0510796179763,-5049.720425700497
F75L,29006811.98693213,1537.4850711508616,-4932.17759332783
F75L,29853826.189180207,1458.7392339889193,-4816.083404255151
F75L,30725573.652675096,1383.6760208749345,-4701.523550329864
F75L,31622776.601684444,1312.1588158853351,-4588.574201979492
F75L,32546178.34980526,1244.0524097232756,-4477.302494313692
F75L,33496543.915783457,1179.2234181298227,-4367.767017889386
F75L,34474660.65731565,1117.5406465844576,-4260.0183096461315
F75L,35481338.92335828,1058.8754047433663,-4154.09934004694
F75L,36517412.72548453,1003.1017740816363,-4050.045993056396
F75L,37583740.4288452,950.0968321969499,-3947.887536121688
F75L,38681205.463306025,899.7408373362302,-3847.6470777511795
F75L,39810717.05535056,851.9173763892329,-3749.342010828208
F75L,40973210.98135501,806.5134797719595,-3652.984440081319
F75L,42169650.34285911,763.4197062840955,-3558.5815925760426
F75L,43401026.3644753,722.5302009850578,-3466.1362103677225
F75L,44668359.21509726,683.742728920361,-3375.6469247538007
F75L,45972698.8530882,646.9586874116839,-3287.1086117909576
F75L,47315125.89614906,612.0830994002484,-3200.5127289692573
F75L,48696752.516587354,579.0245901890273,-3115.8476331049833
F75L,50118723.362728305,547.6953497163087,-3033.0988796754987
F75L,51582216.507231675,518.011082408412,-2952.2495039243577
F75L,53088444.42309998,489.8909463537781,-2873.2802842027368
F75L,54638654.988186605,463.2574835164743,-2796.1699880626193
F75L,56234132.51903613,438.0365424680663,-2720.8956017033843
F75L,57876198.83491332,414.157195006904,-2647.4325434143725
F75L,59566214.352902345,391.5516478827557,-2575.7548616944064
F75L,61305579.21498341,370.15515072211156,-2505.835418751556
F75L,63095734.44802071,349.905901133027,-2437.6460600993855
F75L,64938163.15762256,330.744947853556,-2371.157770971425
F75L,66834391.75686294,312.6160927006054,-2306.3408202731375
F75L,68785991.23088229,295.46579199518214,-2243.1648927803453
F75L,70794578.43841536,279.2430580440121,-2181.599210280632
F75L,72861817.45132439,263.8993611779913,-2121.6126423361793
F75L,74989420.93324725,249.38853279279795,-2063.173807324475
F75L,77179151.55850297,235.66666974942174,-2006.2511643915807
F75L,79432823.47242993,222.6920404542921,-1950.8130969260853
F75L,81752303.79436684,210.42499287414748,-1896.8279881359902
F75L,84139514.1645214,198.8278647087871,-1844.2642892833726
F75L,86596432.33600849,187.86489588125215,-1793.0905811042628
F75L,89125093.81337658,177.50214349477204,-1743.2756289132112
F75L,91727593.53898005,167.70739934831659,-1694.7884318646447
F75L,94406087.6285945,158.4501100999801,-1647.5982668164784
F75L,97162795.15771285,149.70130011223432,-1601.6747272141513
F75L,100000000.0000023,141.43349702259218,-1556.9877573887911
