case,input_common_mode_v,input_difference_v,output_v,error_v,tail_v,tail_vsd_v,tail_delivered_a,source_branch_a,sink_branch_a,available_a,supply_delivered_a,input_delivered_a
D1-100k-load,0.28971684038905077,0.02060879319431458,0.27941244379189345,-0.020587556208106594,0.7473779475082614,0.25262205249173864,1.4018662652620711e-05,8.381612644222381e-06,5.590368914461989e-06,2.791243729760392e-06,1.6028649041361315e-05,-2.123698620795254e-09
