case,relative_time_s,output_v,supply_v,supply_a,capacitor_a,load_a,nmos_drain_a,passive_output_v,passive_supply_a
R75-input_first-fast-8p,3.5543204294154714e-09,0.00956515910227813,0.3554320429415256,5.1875946939033175e-05,3.916682498627195e-05,9.565159102278132e-08,1.2613470361738717e-05,0.011570277689920978,5.1575202836838715e-05
R75-input_first-fast-8p,3.608973911523535e-09,0.00983431611339346,0.360897391152348,5.265531423771436e-05,3.96178446557156e-05,9.834316113393461e-08,1.2939126420865019e-05,0.011924439820206233,5.23418203717881e-05
R75-input_first-fast-8p,3.6644677801881587e-09,0.0101120270964006,0.3664467780187977,5.3446003347274656e-05,4.0071586537230124e-05,1.0112027096400601e-07,1.3273296539080458e-05,0.01228937877848346,5.31194263154596e-05
R75-input_first-fast-8p,3.720814957725279e-09,0.010394008339376107,0.372081495772518,5.424885059338186e-05,4.053230544130107e-05,1.0394008339376107e-07,1.3612605068686718e-05,0.012665419385681314,5.3908165768032614e-05
R75-input_first-fast-8p,3.778028565152591e-09,0.010686797368475914,0.37780285651523204,5.506307222409768e-05,4.099421079039951e-05,1.0686797368475915e-07,1.3961993460013275e-05,0.01305289610968681,5.470818536303406e-05
R75-input_first-fast-8p,3.8361219252448694e-09,0.010986915877778848,0.38361219252447976,5.588938977011507e-05,4.146064208353623e-05,1.0986915877778847e-07,1.4318878527801302e-05,0.013452153345252446,5.55196332712124e-05
R75-input_first-fast-8p,3.895108565636265e-09,0.011291649199365166,0.38951085656363155,5.6728413298080035e-05,4.193424551965714e-05,1.1291649199365166e-07,1.4681251286429894e-05,0.013863545701722619,5.6342659203880634e-05
R75-input_first-fast-8p,3.955002221970444e-09,0.011609978228481845,0.39550022219702724,5.757900179821995e-05,4.2407427864739314e-05,1.1609978228481845e-07,1.5055474151196385e-05,0.014287438298782826,5.7177414415824395e-05
R75-input_first-fast-8p,4.0158168410990185e-09,0.011934275004563342,0.4015816841099001,5.844250856082244e-05,4.288695851767722e-05,1.1934275004563343e-07,1.5436207293100016e-05,0.014724207070439293,5.802405170769349e-05
R75-input_first-fast-8p,4.077566584329236e-09,0.012264392394638267,0.4077566584329177,5.931916805696692e-05,4.3373182850911834e-05,1.2264392394638267e-07,1.5823341282109006e-05,0.015174239077445268,5.888272542781895e-05
R75-input_first-fast-8p,4.140265830721527e-09,0.01260949073248401,0.41402658307214363,6.020782201371937e-05,4.385880932953351e-05,1.260949073248401e-07,1.6222917776861414e-05,0.015637932828389284,5.975359147354388e-05
R75-input_first-fast-8p,4.203929180437911e-09,0.01295989552094632,0.42039291804378476,6.111014047655482e-05,4.43519031084702e-05,1.2959895520946322e-07,1.662863841287565e-05,0.01611569860967418,6.0636807291938695e-05
R75-input_first-fast-8p,4.268571458141747e-09,0.013318516527110691,0.42685714581414813,6.20259093672168e-05,4.4850425205082806e-05,1.3318516527110692e-07,1.7042298996863493e-05,0.01660795882460967,6.153253187993074e-05
R75-input_first-fast-8p,4.334207716449753e-09,0.013691406958877933,0.433420771644976,6.295444654750529e-05,4.534994545891335e-05,1.3691406958877934e-07,1.7467587019003882e-05,0.017115148341855346,6.244092578383815e-05
R75-input_first-fast-8p,4.400853239437272e-09,0.014070031190096637,0.44008532394369426,6.389726150357304e-05,4.585714665254123e-05,1.4070031190096637e-07,1.7899414539131665e-05,0.017637714853453466,6.336215109820225e-05
R75-input_first-fast-8p,4.4685235461972486e-09,0.014459358495287771,0.4468523546197167,6.48538416710224e-05,4.636870764178652e-05,1.445935849528777e-07,1.8340540444283795e-05,0.01817611924269388,6.42963714640536e-05
R75-input_first-fast-8p,4.53723439445405e-09,0.014862325710214787,0.453723439445408,6.582398290642147e-05,4.6882742119488165e-05,1.4862325710214788e-07,1.8792617529831696e-05,0.01873083596206078,6.52437520663647e-05
R75-input_first-fast-8p,4.607001784232738e-09,0.015271489204263208,0.46070017842327277,6.680904164790799e-05,4.7404680716889576e-05,1.5271489204263207e-07,1.925164603897606e-05,0.019302353421515907,6.620445963088598e-05
R75-input_first-fast-8p,4.67784196158495e-09,0.015693817815634416,0.46778419615848044,6.780821632365721e-05,4.793022590951816e-05,1.5693817815634416e-07,1.972105223598288e-05,0.019891174387380046,6.717866242019278e-05
R75-input_first-fast-8p,4.749771422371881e-09,0.01612938702143727,0.4749771422371926,6.882174303143251e-05,4.845951477696437e-05,1.6129387021437273e-07,2.0200934384253987e-05,0.020497816392075294,6.816653022897334e-05
R75-input_first-fast-8p,4.822806916105561e-09,0.016571653815219915,0.48228069161052295,6.985085436779208e-05,4.89969423252659e-05,1.6571653815219916e-07,2.0688195504374238e-05,0.021122812155001978,6.916823437849179e-05
R75-input_first-fast-8p,4.89696544984906e-09,0.017029382344026615,0.4896965449848926,7.089449090008107e-05,4.9537635240763864e-05,1.7029382344026615e-07,2.1186561835877074e-05,0.0217667100148249,7.018394771029895e-05
R75-input_first-fast-8p,4.972264292176887e-09,0.017500364571347463,0.49722642921767896,7.195324281590068e-05,5.008305522605507e-05,1.7500364571347465e-07,2.1695183944132022e-05,0.022430074373453734,7.121384457898318e-05
R75-input_first-fast-8p,5.0487209771960655e-09,0.017978588919699577,0.5048720977195988,7.302827477175506e-05,5.063686193449041e-05,1.797858891969958e-07,2.221162694806729e-05,0.023113486152003468,7.225810084413443e-05
R75-input_first-fast-8p,5.126353308629178e-09,0.01847413340293334,0.5126353308628938,7.41183422194208e-05,5.119414300571789e-05,1.847413340293334e-07,2.2739457879673386e-05,0.02381754325902983,7.331689386133746e-05
R75-input_first-fast-8p,5.205179363960056e-09,0.01898368924283202,0.5205179363959948,7.52242125774548e-05,5.1756760217897216e-05,1.8983689242832022e-07,2.327761546712956e-05,0.0245428610713394,7.439040247225071e-05
R75-input_first-fast-8p,5.285217498643438e-09,0.019501080336059115,0.5285217498643282,7.6347087498532e-05,5.232802858867228e-05,1.9501080336059116e-07,2.3824048106499894e-05,0.02529007292768138,7.547880699367444e-05
R75-input_first-fast-8p,5.366486350379159e-09,0.020036798927455,0.5366486350378986,7.748567281335292e-05,5.2903628623849736e-05,2.0036798927455003e-07,2.4381676200229273e-05,0.02605983063563004,7.658228920565657e-05
R75-input_first-fast-8p,5.449004843452066e-09,0.02058852965397255,0.5449004843451803,7.864059964094029e-05,5.348474187873268e-05,2.058852965397255e-07,2.494997246566792e-05,0.026852804991977546,7.77010323385186e-05
R75-input_first-fast-8p,5.532792193138862e-09,0.021148744141589893,0.5532792193138724,7.981328535492291e-05,5.4074790699081525e-05,2.1148744141589893e-07,2.55270072144249e-05,0.027669686316960988,7.883522105883587e-05
R75-input_first-fast-8p,5.617867910182493e-09,0.021726676239746306,0.5617867910182152,8.100263762505055e-05,5.4670762818417235e-05,2.1726676239746306e-07,2.611460804423495e-05,0.028511185002651762,7.998504145427792e-05
R75-input_first-fast-8p,5.704251805335468e-09,0.02232476618986522,0.5704251805335095,8.220858758182881e-05,5.52719992831312e-05,2.232476618986522e-07,2.6713340636798116e-05,0.029378032075844836,8.115068101735405e-05
R75-input_first-fast-8p,5.791963993972906e-09,0.02293205274986907,0.5791963993972832,8.343308098895438e-05,5.588248074053142e-05,2.293205274986907e-07,2.7321279720923475e-05,0.030270979775787427,8.233232862793064e-05
R75-input_first-fast-8p,5.881024900776743e-09,0.02355343617094984,0.5881024900776577,8.467568921272495e-05,5.650113388845749e-05,2.355343617094984e-07,2.793902096255728e-05,0.03119080214709965,8.353017453454931e-05
R75-input_first-fast-8p,5.9714552644917615e-09,0.024202894145451726,0.5971455264491695,8.593462682108609e-05,5.712456968891334e-05,2.4202894145451727e-07,2.8568028190717872e-05,0.0321382956482361,8.474441033453255e-05
R75-input_first-fast-8p,6.063276142754747e-09,0.02486233859711199,0.6063276142754513,8.721292265147747e-05,5.775759183309797e-05,2.486233859711199e-07,2.9206707432408356e-05,0.03311427977585118,8.597522895273279e-05
R75-input_first-fast-8p,6.156508916998117e-09,0.025531923084332043,0.6156508916997914,8.851087436818872e-05,5.840034772670759e-05,2.5531923084332045e-07,2.9855207410638118e-05,0.034119597705436544,8.722282461902234e-05
R75-input_first-fast-8p,6.2511752974287145e-09,0.02623340745350546,0.62511752974285,8.982554387875764e-05,5.9049636722173884e-05,2.623340745350546e-07,3.051357308204906e-05,0.03515511694860001,8.848739284436111e-05
R75-input_first-fast-8p,6.347297328083296e-09,0.02695141449501197,0.6347297328082958,9.115956821749047e-05,5.9708020030437776e-05,2.695141449501197e-07,3.1182034042102925e-05,0.03622173002736667,8.976913039549868e-05
R75-input_first-fast-8p,6.444897391961613e-09,0.027680462067552314,0.6444897391961505,9.251410535938574e-05,6.037652705744932e-05,2.7680462067552314e-07,3.186077368126124e-05,0.03732035516588545,9.106823526822225e-05
R75-input_first-fast-8p,6.543998216238676e-09,0.028424405412977475,0.6543998216238405,9.388891794447374e-05,6.105516035733177e-05,2.8424405412977476e-07,3.2549513533012476e-05,0.03845193699993673,9.238490665909046e-05
R75-input_first-fast-8p,6.644622877556933e-09,0.029209900783017724,0.6644622877556775,9.528035397226533e-05,6.174297770911368e-05,2.9209900783017723e-07,3.324527725532149e-05,0.039617447304631646,9.371934493570286e-05
R75-input_first-fast-8p,6.746794807399822e-09,0.030007474427372283,0.6746794807399625,9.669318560170586e-05,6.244137137613539e-05,3.000747442737228e-07,3.395173948129649e-05,0.04081788574070992,9.507175160532337e-05
R75-input_first-fast-8p,6.850537797548192e-09,0.03081731206923976,0.6850537797548133,9.812774182512248e-05,6.315050398652117e-05,3.081731206923976e-07,3.466906471790838e-05,0.042054280619846555,9.644232928196096e-05
R75-input_first-fast-8p,6.955876005620356e-09,0.031639602287608495,0.6955876005619968,9.95843566936229e-05,6.387054066906147e-05,3.1639602287608493e-07,3.539742000168454e-05,0.04332768968937923,9.783128165173812e-05
R75-input_first-fast-8p,7.062833960697468e-09,0.03251944551169208,0.7062833960697409,0.00010105663358284345,6.460606521884462e-05,3.2519445511692075e-07,3.612537390888148e-05,0.04463920093687863,9.923881343663004e-05
R75-input_first-fast-8p,7.171436569035396e-09,0.03341603895906804,0.7171436569035068,0.00010255106599255277,6.535321641672265e-05,3.3416038959068044e-07,3.686368918623946e-05,0.04598993341498895,0.00010066513035635719
R75-input_first-fast-8p,7.281709119864288e-09,0.03432641899516649,0.7281709119864189,0.00010406847774152284,6.611185628464259e-05,3.432641899516649e-07,3.761335726692904e-05,0.0473810380869685,0.000102110439088622
R75-input_first-fast-8p,7.393677291277598e-09,0.03525079761130096,0.7393677291277407,0.00010560922217461743,6.688216147966604e-05,3.525079761130096e-07,3.837455271883928e-05,0.04881369869337214,0.00010357494722738111
R75-input_first-fast-8p,7.507367156211413e-09,0.036189390058509026,0.750736715621134,0.00010717365806997363,6.76643113752549e-05,3.6189390058509026e-07,3.9147452794134994e-05,0.050289132640315475,0.00010505886323934807
R75-input_first-fast-8p,7.622805188515703e-09,0.03716003396979331,0.7622805188515583,0.00010875950706982347,6.846260881564541e-05,3.716003396979331e-07,3.99252979144819e-05,0.0518085919097667,0.00010656239641848803
R75-input_first-fast-8p,7.740018269119218e-09,0.03817745322441043,0.7740018269119108,0.0001103649639483887,6.928063042127828e-05,3.817745322441043e-07,4.070255899486832e-05,0.0533733639923297,0.00010808575683860003
R75-input_first-fast-8p,7.85903369228886e-09,0.03921051696188348,0.7859033692288563,0.00011199510734875766,7.011123044522496e-05,3.9210516961883484e-07,4.149177173391613e-05,0.054984772842964186,0.00010962915530383738
R75-input_first-fast-8p,7.979879171985502e-09,0.04026991176614749,0.7979879171985259,0.00011364875008625989,7.095825914127492e-05,4.026991176614749e-07,4.228779182732553e-05,0.05664417986011612,0.0001111928032971969
R75-input_first-fast-8p,8.102582848317336e-09,0.04137133485595854,0.8102582848317017,0.00011532395983188528,7.182732251542432e-05,4.137133485595854e-07,4.308292396790199e-05,0.05835298488871891,0.00011277691292685073
R75-input_first-fast-8p,8.227173294092771e-09,0.04248969412480356,0.8227173294092511,0.00011702492866358197,7.27097491584507e-05,4.248969412480356e-07,4.3890282563882416e-05,0.060112627247546804,0.00011438169687036275
R75-input_first-fast-8p,8.353679521473824e-09,0.04365304881096338,0.8353679521473439,0.00011874788317521858,7.361764669287398e-05,4.3653048810963383e-07,4.469370599423367e-05,0.06192458678138708,0.00011600736831665013
R75-input_first-fast-8p,8.482130988731785e-09,0.04484252462786798,0.8482130988731307,0.00012049609612609778,7.454302946768535e-05,4.4842524627867983e-07,4.550464141213225e-05,0.06379038493851664,0.00011765414090571805
R75-input_first-fast-8p,8.612557607107085e-09,0.046060008513518796,0.8612557607106698,0.00012226973313108467,7.548755199721323e-05,4.6060008513518797e-07,4.632158104873478e-05,0.06571158587396964,0.00011932222866606374
R75-input_first-fast-8p,8.744989747774296e-09,0.0473261692858447,0.8744989747774008,0.00012406614964338453,7.646173494435807e-05,4.73261692858447e-07,4.713115300616725e-05,0.0676897975790769,0.00012101184594972159
R75-input_first-fast-8p,8.879458248914444e-09,0.04861179934814839,0.8879458248914162,0.0001258901889937657,7.745089754551206e-05,4.861179934814838e-07,4.7953173454772125e-05,0.06972667303777386,0.00012272320736491312
R75-input_first-fast-8p,9.01599442289585e-09,0.04995007319290019,0.9015994422895764,0.00012773734504877997,7.847407492928936e-05,4.995007319290019e-07,4.8763769387562524e-05,0.07182391141016474,0.00012445652770623494
R75-input_first-fast-8p,9.154630063565752e-09,0.05132135426907518,0.9154630063565512,0.0001296110399292627,7.95200948576415e-05,5.132135426907518e-07,4.957773152893243e-05,0.07398325924384783,0.0001262120218823221
R75-input_first-fast-8p,9.295397453653721e-09,0.052715761487261696,0.9295397453653378,0.00013151323988471773,8.05835015502522e-05,5.271576148726169e-07,5.0402580719595834e-05,0.07620651171348754,0.00012798990484099565
R75-input_first-fast-8p,9.438329372288909e-09,0.05417795047325595,0.943832937228876,0.00013343773874700089,8.169284072247943e-05,5.417795047325594e-07,5.120311851978985e-05,0.07849551388914017,0.00012979039149176234
R75-input_first-fast-8p,9.583459102633236e-09,0.055662623003197534,0.9583459102633091,0.00013539182992269988,8.281923779643495e-05,5.566262300319753e-07,5.201596589623192e-05,0.08085216203383686,0.00013161369662567253
R75-input_first-fast-8p,9.73082043963156e-09,0.05719716150050636,0.973082043963104,0.00013737191325601222,8.39813936486156e-05,5.719716150050636e-07,5.2818547992389565e-05,0.08327840493091682,0.00013346003483249473
R75-input_first-fast-8p,9.880447697881258e-09,0.05877885103189774,0.9880447697880992,0.00013937891063330057,8.517794867765785e-05,5.877885103189774e-07,5.361317344532044e-05,0.08577624524161902,0.00013532962041514082
R75-input_first-fast-8p,1e-08,0.06005486968630864,0.9999999999999153,0.00014098066621612228,8.614279715097814e-05,6.005486968630864e-07,5.42373203682759e-05,0.08779678511885862,0.0001368197066093766
R75-input_first-fast-8p,1.0000000000000751e-08,0.06005486968631768,1.0,0.00014098066621613363,8.614279715098497e-05,6.005486968631768e-07,5.423732036828033e-05,0.08779678511887135,0.0001368197066093874
R75-input_first-fast-8p,1.0032375719622565e-08,0.06040293098927585,1.0,0.00014092846113224886,8.592344478059302e-05,6.040293098927585e-07,5.440098704179537e-05,0.0883467585073292,0.0001367372170978134
R75-input_first-fast-8p,1.0186639882852195e-08,0.06204834017810209,1.0,0.00014068166919072196,8.491076590614814e-05,6.204834017810209e-07,5.515041988279005e-05,0.09096239236877623,0.00013634490291640876
R75-input_first-fast-8p,1.0343276109561327e-08,0.06369797425795436,1.0,0.0001404342435654487,8.393150184607803e-05,6.369797425795436e-07,5.586576197678848e-05,0.09361000227681271,0.00013594779270574057
R75-input_first-fast-8p,1.0502320874100384e-08,0.06536002249908647,1.0,0.00014018495596262878,8.296647649394024e-05,6.536002249908648e-07,5.656487924369988e-05,0.096289851032195,0.00013554584704879974
R75-input_first-fast-8p,1.0663811211672504e-08,0.06702309353816151,1.0,0.00013993551495219945,8.20405169606448e-05,6.702309353816151e-07,5.722476705617197e-05,0.0990021995411775,0.00013513902681273012
R75-input_first-fast-8p,1.0827784726957605e-08,0.06869379868551422,1.0,0.00013968492891570827,8.11391880305326e-05,6.869379868551421e-07,5.785880289831753e-05,0.10174730665144127,0.00013472729317343728
R75-input_first-fast-8p,1.0994279602868987e-08,0.07037865627670377,1.0,0.00013943222017982074,8.024898609460051e-05,7.037865627670377e-07,5.847944752244919e-05,0.10452542898330475,0.00013431060764090486
R75-input_first-fast-8p,1.116333460944456e-08,0.07206085214746683,1.0,0.00013917991067055496,7.940552095023333e-05,7.206085214746682e-07,5.9053781198846604e-05,0.10733682075615303,0.00013388893208522807
R75-input_first-fast-8p,1.1334989112874893e-08,0.07375566590490508,1.0,0.00013892570862733975,7.857678217302023e-05,7.375566590490508e-07,5.9611369795272334e-05,0.11018173361002614,0.0001334622287633735
R75-input_first-fast-8p,1.150928308467008e-08,0.07546147720493332,1.0,0.00013866985708264721,7.7766789103673e-05,7.546147720493332e-07,6.0148453206927296e-05,0.11306041642230047,0.00013303046034667462
R75-input_first-fast-8p,1.1686257110967474e-08,0.07716975271509248,1.0,0.00013841363593554412,7.699255239601451e-05,7.716975271509248e-07,6.0649386012378605e-05,0.11597311511940644,0.0001325935899490719
R75-input_first-fast-8p,1.186595240198253e-08,0.0788929970956703,1.0,0.00013815516963470165,7.622908424322853e-05,7.889299709567029e-07,6.113715542051429e-05,0.1189200724835241,0.00013215158115610631
R75-input_first-fast-8p,1.204841080160508e-08,0.08062158769331162,1.0,0.00013789590146445315,7.549602098857139e-05,8.062158769331163e-07,6.159366459894767e-05,0.12190152795420639,0.0001317043980546733
R75-input_first-fast-8p,1.223367479714318e-08,0.08236098616152646,1.0,0.00013763501224128922,7.478193361403116e-05,8.236098616152645e-07,6.202946876564358e-05,0.1249177174248769,0.0001312520052635459
R75-input_first-fast-8p,1.2421787529216572e-08,0.08411496399951648,1.0,0.00013737193628488137,7.408019956715338e-05,8.411496399951649e-07,6.245058707773587e-05,0.12796887303414906,0.00013079436796467427
R75-input_first-fast-8p,1.2612792801802491e-08,0.08587089485593626,1.0,0.0001371085673987796,7.341437296943924e-05,8.587089485593627e-07,6.28354854807804e-05,0.13105522295193062,0.0001303314519352676
R75-input_first-fast-8p,1.2806735092435918e-08,0.0876466343247572,1.0,0.00013684222745481166,7.275133272874636e-05,8.764663432475719e-07,6.321442838281416e-05,0.1341769911602666,0.00012986322358066494
R75-input_first-fast-8p,1.3003659562566584e-08,0.08942634894230057,1.0,0.0001365752912854928,7.2119545600014e-05,8.942634894230057e-07,6.3561482196056e-05,0.13733439722888174,0.0001293896499680013
R75-input_first-fast-8p,1.3203612068075226e-08,0.09122183532720159,1.0,0.00013630598953737812,7.149784857724071e-05,9.12218353272016e-07,6.389592260686772e-05,0.14052765608539164,0.00012891069886067328
R75-input_first-fast-8p,1.340663916995164e-08,0.09302879671693388,1.0,0.00013603496667409008,7.089415063835277e-05,9.302879671693388e-07,6.421052806856996e-05,0.1437569777801515,0.00012842633875360883
R75-input_first-fast-8p,1.3612788145136951e-08,0.09484674699471225,1.0,0.00013576229560740403,7.030808047141692e-05,9.484674699471225e-07,6.450574766604127e-05,0.1470225672457206,0.00012793653890934485
R75-input_first-fast-8p,1.38221069975325e-08,0.09668158463854967,1.0,0.00013548709163529522,6.973072934826928e-05,9.668158463854966e-07,6.478954644064079e-05,0.15032462405091607,0.00012744126939491626
R75-input_first-fast-8p,1.4034644469177848e-08,0.09852298330030312,1.0,0.00013521090358800263,6.917734148547596e-05,9.852298330030313e-07,6.504833226952292e-05,0.15366334214944266,0.00012694050111955847
R75-input_first-fast-8p,1.4250450051601204e-08,0.10038633359767946,1.0,0.00013493142305467568,6.862509509228469e-05,1.0038633359767947e-06,6.530246462641233e-05,0.1570389096230993,0.0001264342058732234
R75-input_first-fast-8p,1.446957399734383e-08,0.10225376165104869,1.0,0.00013465133090611927,6.809869347277764e-05,1.0225376165104869e-06,6.553009981682987e-05,0.1604515084195407,0.0001259223563659121
R75-input_first-fast-8p,1.469206733166183e-08,0.10414611390679752,1.0,0.00013436750042162914,6.75694939242832e-05,1.0414611390679753e-06,6.575654535827755e-05,0.1639013140846085,0.0001254049262678221
R75-input_first-fast-8p,1.4917981864407964e-08,0.10604079287261928,1.0,0.0001340833209581129,6.706692481459433e-05,1.0604079287261927e-06,6.595598821479228e-05,0.1673884954892383,0.0001248818902503078
R75-input_first-fast-8p,1.5147370202096167e-08,0.10796257795603176,1.0,0.0001337950758971557,6.655926120370828e-05,1.0796257795603176e-06,6.615618891388724e-05,0.17091321455095743,0.00012435322402765283
R75-input_first-fast-8p,1.5380285760151445e-08,0.1098870915034758,1.0,0.00013350642159882435,6.607522889758367e-05,1.098870915034758e-06,6.633232178620752e-05,0.17447562594999289,0.00012381890439965032
R75-input_first-fast-8p,1.5616782775348155e-08,0.11183855600279856,1.0,0.00013321372497607592,6.55868499352549e-05,1.1183855600279856e-06,6.650848948079618e-05,0.17807587684002346,0.00012327890929498677
R75-input_first-fast-8p,1.5856916318439645e-08,0.11379443855049212,1.0,0.00013292036569826114,6.511829254023109e-05,1.1379443855049211e-06,6.6664128772527e-05,0.1817141065536121,0.0001227332178154236
R75-input_first-fast-8p,1.610074230698214e-08,0.11577570048242902,1.0,0.00013262319981261001,6.464754551991724e-05,1.1577570048242902e-06,6.681789728786851e-05,0.185390446302367,0.00012218181028076958
R75-input_first-fast-8p,1.6348317518355534e-08,0.11776579528669485,1.0,0.00013232470910045,6.418997550673365e-05,1.1776579528669485e-06,6.695707564084885e-05,0.18910501887187925,0.00012162466827463647
R75-input_first-fast-8p,1.659969960298467e-08,0.119776739543756,1.0,0.00013202309121665992,6.37345726176597e-05,1.19776739543756e-06,6.709075120356215e-05,0.19285793831150888,0.00012106177469096752
R75-input_first-fast-8p,1.68549470977639e-08,0.12180315840187153,1.0,0.0001317191523255092,6.328520651543171e-05,1.2180315840187152e-06,6.721591422605882e-05,0.19664930961909033,0.00012049311378132784
R75-input_first-fast-8p,1.7114119439687956e-08,0.1238434688813396,1.0,0.00013141312985525376,6.28435071381388e-05,1.238434688813396e-06,6.733118802830278e-05,0.20047922842063526,0.0001199186712029453
R75-input_first-fast-8p,1.7377276979692358e-08,0.12590975951684216,1.0,0.00013110321066849007,6.239896429174249e-05,1.2590975951684217e-06,6.744514878158125e-05,0.20434778064513182,0.00011933843406748674
R75-input_first-fast-8p,1.7644480996706845e-08,0.12797883280767436,1.0,0.00013079287411629773,6.196881048971534e-05,1.2797883280767435e-06,6.75442752985071e-05,0.20825504219454272,0.00011875239099055436
R75-input_first-fast-8p,1.7915793711924863e-08,0.1300797214799092,1.0,0.00013047776563272193,6.153204237038298e-05,1.3007972147990921e-06,6.764492604754067e-05,0.2122010786091194,0.00011816053214188467
R75-input_first-fast-8p,1.8191278303292333e-08,0.13218514739068185,1.0,0.0001301619766169627,6.110649330494702e-05,1.3218514739068183e-06,6.773363183810949e-05,0.216185944728154,0.00011756284929623163
R75-input_first-fast-8p,1.8470998920219214e-08,0.13431435676327494,1.0,0.00012984262036287833,6.0679949634012735e-05,1.3431435676327494e-06,6.781952716123344e-05,0.22020968434631139,0.00011695933588491286
R75-input_first-fast-8p,1.8755020698517427e-08,0.13646610989100577,1.0,0.00012951988281182693,6.0252493216053826e-05,1.3646610989100577e-06,6.790272849686372e-05,0.22427232986569567,0.0001163499870479955
R75-input_first-fast-8p,1.9043409775568505e-08,0.13862241743379797,1.0,0.00012919646215231643,5.9834263296020115e-05,1.3862241743379797e-06,6.797597468195948e-05,0.22837390194381313,0.0001157347996870976
R75-input_first-fast-8p,1.9336233305724128e-08,0.14081188172710496,1.0,0.00012886806837190094,5.940960240784239e-05,1.4081188172710496e-06,6.805034714678909e-05,0.2325144091376049,0.00011511377251877912
R75-input_first-fast-8p,1.9633559475943827e-08,0.1430070052865085,1.0,0.0001285388257684224,5.8992032851380694e-05,1.430070052865085e-06,6.81167228641772e-05,0.23669384754375233,0.00011448690612849171
R75-input_first-fast-8p,1.993545752167308e-08,0.14522242314253395,1.0,0.0001282065392601819,5.857458833382651e-05,1.4522242314253395e-06,6.81797266949289e-05,0.24091220043545292,0.00011385420302505819
R75-input_first-fast-8p,2.0241997742965433e-08,0.14747190666668283,1.0,0.0001278691433041319,5.8150724924975473e-05,1.4747190666668283e-06,6.824369931248667e-05,0.24516943789589152,0.0001132156676956474
R75-input_first-fast-8p,2.0553251520852506e-08,0.14971229764858224,1.0,0.00012753311112201145,5.773855390707707e-05,1.4971229764858225e-06,6.82974342384477e-05,0.24946551644864212,0.00011257130666120967
R75-input_first-fast-8p,2.0869291333965857e-08,0.15198618671599598,1.0,0.00012719205462276815,5.732044177948003e-05,1.5198618671599597e-06,6.83517509761295e-05,0.25380037868525596,0.00011192112853233419
R75-input_first-fast-8p,2.1190190775414483e-08,0.1542859003641629,1.0,0.00012684712474147103,5.6899274790504626e-05,1.5428590036416293e-06,6.84049909473279e-05,0.2581739528903063,0.00011126514406548778
R75-input_first-fast-8p,2.1516024569921632e-08,0.1565819325429778,1.0,0.00012650274703708848,5.6486045363437346e-05,1.5658193254297782e-06,6.845088234822438e-05,0.2625861526641686,0.00011060336621959352
R75-input_first-fast-8p,2.1846868591225137e-08,0.15891326996680158,1.0,0.00012615307396300637,5.6066461858974244e-05,1.5891326996680158e-06,6.849747940436707e-05,0.267036876543846,0.0001099358102129024
R75-input_first-fast-8p,2.2182799879745485e-08,0.1612649196053863,1.0,0.00012580035429665313,5.564540970632745e-05,1.6126491960538632e-06,6.854229539427456e-05,0.27152600762216206,0.00010926249358010986
R75-input_first-fast-8p,2.252389666052559e-08,0.16361612919187138,1.0,0.0001254477006329166,5.522962278188923e-05,1.6361612919187137e-06,6.85819165591109e-05,0.2760534131656587,0.00010858343622966669
R75-input_first-fast-8p,2.287023836144604e-08,0.16600349246613114,1.0,0.00012508962434308813,5.480744245435613e-05,1.6600349246613113e-06,6.862214696407242e-05,0.280618944231552,0.00010789866050123105
R75-input_first-fast-8p,2.3221905631720822e-08,0.16840908704415297,1.0,0.00012472881357305707,5.4384128271994595e-05,1.6840908704415297e-06,6.866059443062215e-05,0.28522243528413427,0.00010720819122320365
R75-input_first-fast-8p,2.357898036067741e-08,0.1708137413720204,1.0,0.0001243681438294422,5.396530295170691e-05,1.708137413720204e-06,6.86947034640158e-05,0.2898637038110129,0.00010651205577028741
R75-input_first-fast-8p,2.394154569682544e-08,0.1732553711878603,1.0,0.00012400192819941346,5.354003750802461e-05,1.732553711878603e-06,6.872933697951042e-05,0.2945425499396015,0.00010581028412100926
R75-input_first-fast-8p,2.4309686067218606e-08,0.1757177589787108,1.0,0.00012363259911834175,5.311256653088352e-05,1.7571775897871081e-06,6.876285499767085e-05,0.2992587560543043,0.00010510290891513792
R75-input_first-fast-8p,2.4683487197114443e-08,0.17817382266094686,1.0,0.00012326421857885713,5.26899302231008e-05,1.7817382266094688e-06,6.879255012914641e-05,0.30401208641485256,0.00010438996551092896
R75-input_first-fast-8p,2.506303612993645e-08,0.18066765233394425,1.0,0.00012289017358687828,5.226079519176682e-05,1.8066765233394424e-06,6.882270187177137e-05,0.30880228677627186,0.00010367149204212521
R75-input_first-fast-8p,2.5448421247542933e-08,0.18318871175466853,1.0,0.00012251204445439844,5.182772832059567e-05,1.8318871175466852e-06,6.885242901625524e-05,0.31362908401097833,0.00010294752947463788
R75-input_first-fast-8p,2.583973229080753e-08,0.1856939400992023,1.0,0.00012213628979633874,5.140109931935463e-05,1.856939400992023e-06,6.887825107599115e-05,0.3184921857335281,0.00010221812166282966
R75-input_first-fast-8p,2.6237060380516377e-08,0.18823769042148716,1.0,0.00012175475729666659,5.096791020037836e-05,1.8823769042148716e-06,6.890447019207236e-05,0.323391279928569,0.00010148331540531764
