case,relative_time_s,output_v,supply_v,supply_a,capacitor_a,load_a,nmos_drain_a,passive_output_v,passive_supply_a
R75-input_first-slow-8p,1.38221069975325e-08,0.0008841496961942843,0.013822106997532611,1.9405407624271157e-06,7.354942360918988e-07,8.841496961942842e-09,1.1962050293732472e-06,0.001639404906518897,1.8272614025146532e-06
R75-input_first-slow-8p,1.4034644469177848e-08,0.0009036849259295528,0.01403464446917799,1.9694888188276145e-06,7.379980232712207e-07,9.036849259295527e-09,1.2224539462970595e-06,0.0016878353103343025,1.8518755241344173e-06
R75-input_first-slow-8p,1.4250450051601204e-08,0.0009236453386141987,0.014250450051601301,1.9988632808196185e-06,7.403674472924083e-07,9.236453386141986e-09,1.2492593801410148e-06,0.0017376649275981943,1.8767699582767928e-06
R75-input_first-slow-8p,1.446957399734383e-08,0.0009439700448485571,0.01446957399734369,2.0286808183813586e-06,7.426938393109698e-07,9.439700448485571e-09,1.2765472786218329e-06,0.0017889326505739632,1.9019464088492475e-06
R75-input_first-slow-8p,1.469206733166183e-08,0.0009646072766389883,0.01469206733166185,2.0589568492861143e-06,7.450560034066706e-07,9.646072766389884e-09,1.304254773112967e-06,0.0018416783851356662,1.927406543627826e-06
R75-input_first-slow-8p,1.4917981864407964e-08,0.000985722431735333,0.01491798186440809,2.08967433669104e-06,7.47234265493688e-07,9.857224317353332e-09,1.3325828468799181e-06,0.0018959430742437832,1.953151992517935e-06
R75-input_first-slow-8p,1.5147370202096167e-08,0.0010071790473074218,0.015147370202096304,2.1208616387643175e-06,7.49423010419871e-07,1.0071790473074217e-08,1.3613668378713005e-06,0.0019517687218366696,1.9791843457806598e-06
R75-input_first-slow-8p,1.5380285760151445e-08,0.0010289894062068315,0.015380285760151343,2.1525249249060503e-06,7.516131333678532e-07,1.0289894062068315e-08,1.3906218974760679e-06,0.002009198417139228,2.005505152224012e-06
R75-input_first-slow-8p,1.5616782775348155e-08,0.0010512837470939662,0.015616782775348127,2.1846527957312054e-06,7.536354941199163e-07,1.0512837470939662e-08,1.420504464140312e-06,0.0020682763593901934,2.032115917359848e-06
R75-input_first-slow-8p,1.5856916318439645e-08,0.0010739208998870472,0.015856916318439617,2.2172746850468523e-06,7.556889519717967e-07,1.0739208998870472e-08,1.4508465240761715e-06,0.002129047882989055,2.059018101526176e-06
R75-input_first-slow-8p,1.610074230698214e-08,0.001096970066887917,0.01610074230698219,2.250388600298099e-06,7.576884782816317e-07,1.0969700668879171e-08,1.481730421347586e-06,0.002191559483063265,2.0862131179760298e-06
R75-input_first-slow-8p,1.6348317518355534e-08,0.001120477048814725,0.016348317518355356,2.2839961878544863e-06,7.595804594533747e-07,1.1204770488147251e-08,1.5132109579129525e-06,0.002255858841455991,2.1137023309324176e-06
R75-input_first-slow-8p,1.659969960298467e-08,0.001144345488984209,0.0165996996029848,2.31812054696311e-06,7.615015329259347e-07,1.1443454889842091e-08,1.5451755591473113e-06,0.0023219948531345183,2.1414870536106736e-06
R75-input_first-slow-8p,1.68549470977639e-08,0.0011686834841118398,0.016854947097764056,2.352754244236116e-06,7.633171249385436e-07,1.1686834841118398e-08,1.5777502844564369e-06,0.002390017653018803,2.1695685462075836e-06
R75-input_first-slow-8p,1.7114119439687956e-08,0.0011934553349063736,0.017114119439687905,2.3879115489925875e-06,7.65082129113713e-07,1.1934553349063736e-08,1.6108948665298072e-06,0.0024599786432293125,2.1979480138593816e-06
R75-input_first-slow-8p,1.7377276979692358e-08,0.0012186080933684058,0.017377276979692474,2.4236094547344836e-06,7.668742731109758e-07,1.2186080933684057e-08,1.6445491006898341e-06,0.0025319305207529776,2.2266266045680317e-06
R75-input_first-slow-8p,1.7644480996706845e-08,0.0012442867466623325,0.017644480996706676,2.4598354062153057e-06,7.685140567879349e-07,1.2442867466623325e-08,1.678878481960742e-06,0.0026059273055255533,2.2556054070967594e-06
